timestamp,data,event,event_type,event_group,key,time_created
2022-07-07T14:01:13Z,0,timer,start,0,9158564980,2022_07_07_09_01_14
2022-07-07T14:02:37Z,0,timer,stop_all,0,9158564980,2022_07_07_09_01_14
2022-07-07T14:02:37Z,160,NA,marker,255,9158564980,2022_07_07_09_01_14
2022-07-07T14:02:43Z,0,timer,start,0,9158564980,2022_07_07_09_01_14
2022-07-07T14:09:05Z,294,NA,marker,255,9158564980,2022_07_07_09_01_14
2022-07-07T14:09:06Z,0,timer,stop_all,0,9158564980,2022_07_07_09_01_14
2022-07-07T14:09:58Z,0,timer,start,0,9158564980,2022_07_07_09_01_14
2022-07-07T14:38:35Z,1338,NA,marker,255,9158564980,2022_07_07_09_01_14
2022-07-07T14:38:36Z,0,timer,stop_all,0,9158564980,2022_07_07_09_01_14
2022-07-07T14:40:01Z,0,timer,start,0,9158564980,2022_07_07_09_01_14
2022-07-07T14:43:29Z,1338,NA,marker,255,9158564980,2022_07_07_09_01_14
2022-07-07T14:43:30Z,0,timer,stop_all,0,9158564980,2022_07_07_09_01_14
