timestamp,data,event,event_type,event_group,key
2019-12-24T17:52:44Z,0,timer,start,0,2019-12-24 17:52:45
2019-12-24T18:02:18Z,2645,NA,marker,255,2019-12-24 17:52:45
2019-12-24T18:02:19Z,0,timer,stop_all,0,2019-12-24 17:52:45
2019-12-24T18:02:29Z,0,timer,start,0,2019-12-24 17:52:45
2019-12-24T18:07:04Z,2809,NA,marker,255,2019-12-24 17:52:45
2019-12-24T18:07:05Z,0,timer,stop_all,0,2019-12-24 17:52:45
2019-12-24T18:07:37Z,0,timer,start,0,2019-12-24 17:52:45
2019-12-24T18:09:42Z,2622,NA,marker,255,2019-12-24 17:52:45
2019-12-24T18:09:43Z,0,timer,stop_all,0,2019-12-24 17:52:45
2019-12-24T18:11:43Z,162,recovery_hr,marker,255,2019-12-24 17:52:45
2019-12-24T18:12:15Z,0,timer,start,0,2019-12-24 17:52:45
2019-12-24T18:56:47Z,2962,NA,marker,255,2019-12-24 17:52:45
2019-12-24T18:56:48Z,0,timer,stop_all,0,2019-12-24 17:52:45
