timestamp,data,event,event_type,event_group,key,time_created
2021-09-07T20:41:17Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T20:47:30Z,616,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T20:47:31Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
2021-09-07T20:47:55Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T20:49:14Z,615,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T20:49:15Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
2021-09-07T20:49:27Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T20:53:40Z,610,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T20:53:41Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
2021-09-07T20:54:03Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T20:54:05Z,610,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T20:54:06Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
2021-09-07T20:54:07Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T20:54:09Z,610,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T20:54:10Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
2021-09-07T20:56:10Z,98,recovery_hr,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T20:56:31Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:01:46Z,707,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T21:01:47Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:02:00Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:07:13Z,815,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T21:07:14Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:08:14Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:15:17Z,979,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T21:15:18Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:17:18Z,134,recovery_hr,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T21:21:19Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:26:39Z,1099,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T21:26:40Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:28:40Z,118,recovery_hr,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T21:29:33Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:30:07Z,1099,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T21:30:08Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:30:15Z,0,timer,start,0,7447296057,2021_09_07_15_41_17
2021-09-07T21:36:25Z,1185,NA,marker,255,7447296057,2021_09_07_15_41_17
2021-09-07T21:36:26Z,0,timer,stop_all,0,7447296057,2021_09_07_15_41_17
