timestamp,data,event,event_type,event_group,key
2020-04-12T22:12:55Z,0,timer,start,0,2020-04-12 22:12:54
2020-04-12T22:15:14Z,735,NA,marker,255,2020-04-12 22:12:54
2020-04-12T22:15:15Z,0,timer,stop_all,0,2020-04-12 22:12:54
2020-04-12T22:16:30Z,0,timer,start,0,2020-04-12 22:12:54
2020-04-12T22:16:45Z,735,NA,marker,255,2020-04-12 22:12:54
2020-04-12T22:16:46Z,0,timer,stop_all,0,2020-04-12 22:12:54
2020-04-12T22:18:46Z,102,recovery_hr,marker,255,2020-04-12 22:12:54
2020-04-12T22:19:09Z,0,timer,start,0,2020-04-12 22:12:54
2020-04-12T22:21:22Z,733,NA,marker,255,2020-04-12 22:12:54
2020-04-12T22:22:00Z,732,NA,marker,255,2020-04-12 22:12:54
2020-04-12T22:22:01Z,0,timer,stop_all,0,2020-04-12 22:12:54
2020-04-12T22:23:42Z,0,timer,start,0,2020-04-12 22:12:54
2020-04-12T22:25:44Z,730,NA,marker,255,2020-04-12 22:12:54
2020-04-12T22:25:45Z,0,timer,stop_all,0,2020-04-12 22:12:54
2020-04-12T22:25:55Z,0,timer,start,0,2020-04-12 22:12:54
2020-04-12T22:26:48Z,0,timer,stop_all,0,2020-04-12 22:12:54
2020-04-12T22:26:48Z,729,NA,marker,255,2020-04-12 22:12:54
