timestamp,data,event,event_type,event_group,key
2020-07-18T16:15:25Z,0,timer,start,0,2020-07-18 16:15:27
2020-07-18T16:17:43Z,62,NA,marker,255,2020-07-18 16:15:27
2020-07-18T16:17:44Z,0,timer,stop_all,0,2020-07-18 16:15:27
2020-07-18T16:19:44Z,121,recovery_hr,marker,255,2020-07-18 16:15:27
2020-07-18T16:22:53Z,0,timer,start,0,2020-07-18 16:15:27
2020-07-18T16:23:11Z,120,NA,marker,255,2020-07-18 16:15:27
2020-07-18T16:23:12Z,0,timer,stop_all,0,2020-07-18 16:15:27
2020-07-18T16:25:12Z,83,recovery_hr,marker,255,2020-07-18 16:15:27
2020-07-18T16:26:07Z,0,timer,start,0,2020-07-18 16:15:27
2020-07-18T16:26:43Z,120,NA,marker,255,2020-07-18 16:15:27
2020-07-18T16:26:44Z,0,timer,stop_all,0,2020-07-18 16:15:27
2020-07-18T16:28:44Z,87,recovery_hr,marker,255,2020-07-18 16:15:27
2020-07-18T16:30:14Z,0,timer,start,0,2020-07-18 16:15:27
2020-07-18T16:30:23Z,120,NA,marker,255,2020-07-18 16:15:27
2020-07-18T16:30:24Z,0,timer,stop_all,0,2020-07-18 16:15:27
2020-07-18T16:31:03Z,0,timer,start,0,2020-07-18 16:15:27
2020-07-18T16:36:10Z,294,NA,marker,255,2020-07-18 16:15:27
2020-07-18T16:36:11Z,0,timer,stop_all,0,2020-07-18 16:15:27
2020-07-18T16:38:11Z,114,recovery_hr,marker,255,2020-07-18 16:15:27
