timestamp,data,event,event_type,event_group,key
2020-08-12T21:16:15Z,0,timer,start,0,2020-08-12 21:16:15
2020-08-12T21:32:25Z,526,NA,marker,255,2020-08-12 21:16:15
2020-08-12T21:32:26Z,0,timer,stop_all,0,2020-08-12 21:16:15
2020-08-12T21:34:26Z,115,recovery_hr,marker,255,2020-08-12 21:16:15
2020-08-12T21:35:06Z,0,timer,start,0,2020-08-12 21:16:15
2020-08-12T22:00:43Z,932,NA,marker,255,2020-08-12 21:16:15
2020-08-12T22:00:44Z,0,timer,stop_all,0,2020-08-12 21:16:15
2020-08-12T22:02:44Z,112,recovery_hr,marker,255,2020-08-12 21:16:15
2020-08-12T22:07:21Z,0,timer,start,0,2020-08-12 21:16:15
2020-08-12T22:18:53Z,932,NA,marker,255,2020-08-12 21:16:15
2020-08-12T22:18:54Z,0,timer,stop_all,0,2020-08-12 21:16:15
