timestamp,data,event,event_type,event_group,key,time_created
2022-11-11T13:41:01Z,0,timer,start,0,9957620352,2022_11_11_07_41_01
2022-11-11T13:55:55Z,650,NA,marker,255,9957620352,2022_11_11_07_41_01
2022-11-11T13:55:56Z,0,timer,stop_all,0,9957620352,2022_11_11_07_41_01
2022-11-11T13:57:08Z,0,timer,start,0,9957620352,2022_11_11_07_41_01
2022-11-11T14:03:53Z,931,NA,marker,255,9957620352,2022_11_11_07_41_01
2022-11-11T14:03:54Z,0,timer,stop_all,0,9957620352,2022_11_11_07_41_01
2022-11-11T14:05:54Z,116,recovery_hr,marker,255,9957620352,2022_11_11_07_41_01
2022-11-11T14:06:18Z,0,timer,start,0,9957620352,2022_11_11_07_41_01
2022-11-11T14:08:53Z,935,NA,marker,255,9957620352,2022_11_11_07_41_01
2022-11-11T14:08:54Z,0,timer,stop_all,0,9957620352,2022_11_11_07_41_01
2022-11-11T14:08:58Z,0,timer,start,0,9957620352,2022_11_11_07_41_01
2022-11-11T14:21:26Z,920,NA,marker,255,9957620352,2022_11_11_07_41_01
2022-11-11T14:21:27Z,0,timer,stop_all,0,9957620352,2022_11_11_07_41_01
