timestamp,data,event,event_type,event_group,key
2020-05-31T14:00:18Z,0,timer,start,0,2020-05-31 14:00:19
2020-05-31T14:28:01Z,178,NA,marker,255,2020-05-31 14:00:19
2020-05-31T14:28:02Z,0,timer,stop_all,0,2020-05-31 14:00:19
2020-05-31T14:28:21Z,0,timer,start,0,2020-05-31 14:00:19
2020-05-31T14:30:14Z,178,NA,marker,255,2020-05-31 14:00:19
2020-05-31T14:30:15Z,0,timer,stop_all,0,2020-05-31 14:00:19
2020-05-31T14:32:15Z,137,recovery_hr,marker,255,2020-05-31 14:00:19
2020-05-31T14:33:26Z,0,timer,start,0,2020-05-31 14:00:19
2020-05-31T14:33:28Z,178,NA,marker,255,2020-05-31 14:00:19
2020-05-31T14:33:29Z,0,timer,stop_all,0,2020-05-31 14:00:19
2020-05-31T14:35:29Z,132,recovery_hr,marker,255,2020-05-31 14:00:19
