timestamp,data,event,event_type,event_group,key
2019-06-14T21:28:23Z,0,timer,start,0,2019-06-14 21:28:24
2019-06-14T21:30:52Z,62,NA,marker,255,2019-06-14 21:28:24
2019-06-14T21:30:53Z,0,timer,stop_all,0,2019-06-14 21:28:24
2019-06-14T21:30:59Z,0,timer,start,0,2019-06-14 21:28:24
2019-06-14T21:39:18Z,584,NA,marker,255,2019-06-14 21:28:24
2019-06-14T21:39:19Z,0,timer,stop_all,0,2019-06-14 21:28:24
2019-06-14T21:39:27Z,0,timer,start,0,2019-06-14 21:28:24
2019-06-14T21:43:47Z,700,NA,marker,255,2019-06-14 21:28:24
2019-06-14T21:43:48Z,0,timer,stop_all,0,2019-06-14 21:28:24
2019-06-14T21:45:48Z,106,recovery_hr,marker,255,2019-06-14 21:28:24
