timestamp,data,event,event_type,event_group,key,time_created
2022-03-21T21:08:04Z,0,timer,start,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:08:56Z,4,NA,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T21:08:57Z,0,timer,stop_all,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:09:03Z,0,timer,start,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:11:13Z,62,NA,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T21:11:14Z,0,timer,stop_all,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:12:50Z,0,timer,start,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:18:12Z,294,NA,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T21:18:13Z,0,timer,stop_all,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:18:31Z,0,timer,start,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:21:57Z,410,NA,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T21:21:58Z,0,timer,stop_all,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:22:25Z,0,timer,start,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:34:17Z,1048,NA,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T21:34:18Z,0,timer,stop_all,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:36:18Z,118,recovery_hr,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T21:36:22Z,0,timer,start,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:46:00Z,0,timer,stop_all,0,8500420411,2022_03_21_16_08_05
2022-03-21T21:46:00Z,1222,NA,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T21:48:00Z,108,recovery_hr,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T21:52:30Z,0,timer,start,0,8500420411,2022_03_21_16_08_05
2022-03-21T22:03:29Z,1222,NA,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T22:03:30Z,0,timer,stop_all,0,8500420411,2022_03_21_16_08_05
2022-03-21T22:05:30Z,101,recovery_hr,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T22:08:33Z,0,timer,start,0,8500420411,2022_03_21_16_08_05
2022-03-21T22:11:32Z,1222,NA,marker,255,8500420411,2022_03_21_16_08_05
2022-03-21T22:11:33Z,0,timer,stop_all,0,8500420411,2022_03_21_16_08_05
