timestamp,data,event,event_type,event_group,key
2019-05-14T13:51:44Z,0,timer,start,0,2019-05-14 13:51:43
2019-05-14T13:54:00Z,120,NA,marker,255,2019-05-14 13:51:43
2019-05-14T13:54:01Z,0,timer,stop_all,0,2019-05-14 13:51:43
2019-05-14T13:54:16Z,0,timer,start,0,2019-05-14 13:51:43
2019-05-14T14:12:07Z,758,NA,marker,255,2019-05-14 13:51:43
2019-05-14T14:12:08Z,0,timer,stop_all,0,2019-05-14 13:51:43
2019-05-14T14:12:35Z,0,timer,start,0,2019-05-14 13:51:43
2019-05-14T14:14:07Z,816,NA,marker,255,2019-05-14 13:51:43
2019-05-14T14:14:08Z,0,timer,stop_all,0,2019-05-14 13:51:43
2019-05-14T14:14:32Z,0,timer,start,0,2019-05-14 13:51:43
2019-05-14T14:17:51Z,874,NA,marker,255,2019-05-14 13:51:43
2019-05-14T14:17:52Z,0,timer,stop_all,0,2019-05-14 13:51:43
2019-05-14T14:18:47Z,0,timer,start,0,2019-05-14 13:51:43
2019-05-14T14:21:39Z,932,NA,marker,255,2019-05-14 13:51:43
2019-05-14T14:21:40Z,0,timer,stop_all,0,2019-05-14 13:51:43
2019-05-14T14:21:56Z,0,timer,start,0,2019-05-14 13:51:43
2019-05-14T14:24:24Z,1106,NA,marker,255,2019-05-14 13:51:43
2019-05-14T14:24:25Z,0,timer,stop_all,0,2019-05-14 13:51:43
2019-05-14T14:25:06Z,0,timer,start,0,2019-05-14 13:51:43
2019-05-14T14:25:58Z,1106,NA,marker,255,2019-05-14 13:51:43
2019-05-14T14:25:59Z,0,timer,stop_all,0,2019-05-14 13:51:43
