timestamp,data,event,event_type,event_group,key
2018-09-13T22:39:48Z,0,timer,start,0,2018-09-13 22:39:48
2018-09-13T22:55:48Z,3536,NA,marker,255,2018-09-13 22:39:48
2018-09-13T22:55:49Z,0,timer,stop_all,0,2018-09-13 22:39:48
2018-09-13T22:57:49Z,79,recovery_hr,marker,255,2018-09-13 22:39:48
2018-09-13T22:58:18Z,0,timer,start,0,2018-09-13 22:39:48
2018-09-13T23:21:18Z,4223,NA,marker,255,2018-09-13 22:39:48
2018-09-13T23:21:19Z,0,timer,stop_all,0,2018-09-13 22:39:48
2018-09-13T23:21:21Z,0,timer,start,0,2018-09-13 22:39:48
2018-09-13T23:26:54Z,4218,NA,marker,255,2018-09-13 22:39:48
2018-09-13T23:26:55Z,0,timer,stop_all,0,2018-09-13 22:39:48
2018-09-13T23:28:55Z,111,recovery_hr,marker,255,2018-09-13 22:39:48
2018-09-13T23:29:52Z,0,timer,start,0,2018-09-13 22:39:48
2018-09-13T23:41:24Z,4206,NA,marker,255,2018-09-13 22:39:48
2018-09-13T23:41:25Z,0,timer,stop_all,0,2018-09-13 22:39:48
2018-09-13T23:41:35Z,0,timer,start,0,2018-09-13 22:39:48
2018-09-13T23:42:54Z,4205,NA,marker,255,2018-09-13 22:39:48
2018-09-13T23:42:55Z,0,timer,stop_all,0,2018-09-13 22:39:48
