timestamp,data,event,event_type,event_group,key
2020-10-04T22:06:39Z,0,timer,start,0,2020-10-04 22:06:40
2020-10-04T22:15:12Z,0,timer,stop_all,0,2020-10-04 22:06:40
2020-10-04T22:15:12Z,325,NA,marker,255,2020-10-04 22:06:40
2020-10-04T22:15:19Z,0,timer,start,0,2020-10-04 22:06:40
2020-10-04T22:16:23Z,403,NA,marker,255,2020-10-04 22:06:40
2020-10-04T22:16:24Z,0,timer,stop_all,0,2020-10-04 22:06:40
2020-10-04T22:18:24Z,93,recovery_hr,marker,255,2020-10-04 22:06:40
2020-10-04T22:20:58Z,0,timer,start,0,2020-10-04 22:06:40
2020-10-04T22:28:53Z,514,NA,marker,255,2020-10-04 22:06:40
2020-10-04T22:28:54Z,0,timer,stop_all,0,2020-10-04 22:06:40
2020-10-04T22:29:01Z,0,timer,start,0,2020-10-04 22:06:40
2020-10-04T22:29:01Z,513,NA,marker,255,2020-10-04 22:06:40
2020-10-04T22:29:02Z,0,timer,stop_all,0,2020-10-04 22:06:40
2020-10-04T22:31:02Z,125,recovery_hr,marker,255,2020-10-04 22:06:40
2020-10-04T22:35:30Z,0,timer,start,0,2020-10-04 22:06:40
2020-10-04T22:35:48Z,0,timer,stop_all,0,2020-10-04 22:06:40
2020-10-04T22:35:48Z,513,NA,marker,255,2020-10-04 22:06:40
2020-10-04T22:37:48Z,97,recovery_hr,marker,255,2020-10-04 22:06:40
2020-10-04T22:39:02Z,0,timer,start,0,2020-10-04 22:06:40
2020-10-04T22:39:03Z,535,NA,marker,255,2020-10-04 22:06:40
2020-10-04T22:39:04Z,0,timer,stop_all,0,2020-10-04 22:06:40
2020-10-04T22:40:43Z,0,timer,start,0,2020-10-04 22:06:40
2020-10-04T22:54:28Z,662,NA,marker,255,2020-10-04 22:06:40
2020-10-04T22:54:29Z,0,timer,stop_all,0,2020-10-04 22:06:40
2020-10-04T22:55:03Z,0,timer,start,0,2020-10-04 22:06:40
2020-10-04T23:06:09Z,759,NA,marker,255,2020-10-04 22:06:40
2020-10-04T23:06:10Z,0,timer,stop_all,0,2020-10-04 22:06:40
2020-10-04T23:06:16Z,0,timer,start,0,2020-10-04 22:06:40
2020-10-04T23:08:21Z,800,NA,marker,255,2020-10-04 22:06:40
2020-10-04T23:08:22Z,0,timer,stop_all,0,2020-10-04 22:06:40
