timestamp,data,event,event_type,event_group,key
2020-10-19T20:03:13Z,0,timer,start,0,2020-10-19 20:03:14
2020-10-19T20:12:19Z,746,NA,marker,255,2020-10-19 20:03:14
2020-10-19T20:12:20Z,0,timer,stop_all,0,2020-10-19 20:03:14
2020-10-19T20:13:28Z,0,timer,start,0,2020-10-19 20:03:14
2020-10-19T20:19:10Z,653,NA,marker,255,2020-10-19 20:03:14
2020-10-19T20:19:11Z,0,timer,stop_all,0,2020-10-19 20:03:14
2020-10-19T20:19:26Z,0,timer,start,0,2020-10-19 20:03:14
2020-10-19T20:22:12Z,671,NA,marker,255,2020-10-19 20:03:14
2020-10-19T20:22:13Z,0,timer,stop_all,0,2020-10-19 20:03:14
2020-10-19T20:23:24Z,0,timer,start,0,2020-10-19 20:03:14
2020-10-19T20:28:54Z,608,NA,marker,255,2020-10-19 20:03:14
2020-10-19T20:28:55Z,0,timer,stop_all,0,2020-10-19 20:03:14
2020-10-19T20:29:04Z,0,timer,start,0,2020-10-19 20:03:14
2020-10-19T20:31:56Z,612,NA,marker,255,2020-10-19 20:03:14
2020-10-19T20:31:57Z,0,timer,stop_all,0,2020-10-19 20:03:14
2020-10-19T20:33:01Z,0,timer,start,0,2020-10-19 20:03:14
2020-10-19T20:38:23Z,642,NA,marker,255,2020-10-19 20:03:14
2020-10-19T20:38:24Z,0,timer,stop_all,0,2020-10-19 20:03:14
2020-10-19T20:39:23Z,0,timer,start,0,2020-10-19 20:03:14
2020-10-19T20:46:05Z,700,NA,marker,255,2020-10-19 20:03:14
2020-10-19T20:46:06Z,0,timer,stop_all,0,2020-10-19 20:03:14
