timestamp,data,event,event_type,event_group,key
2019-03-07T22:46:25Z,0,timer,start,0,2019-03-07 22:46:31
2019-03-07T23:12:06Z,990,NA,marker,255,2019-03-07 22:46:31
2019-03-07T23:12:07Z,0,timer,stop_all,0,2019-03-07 22:46:31
2019-03-07T23:12:17Z,0,timer,start,0,2019-03-07 22:46:31
2019-03-07T23:14:06Z,1048,NA,marker,255,2019-03-07 22:46:31
2019-03-07T23:14:07Z,0,timer,stop_all,0,2019-03-07 22:46:31
2019-03-07T23:14:11Z,0,timer,start,0,2019-03-07 22:46:31
2019-03-07T23:26:17Z,1222,NA,marker,255,2019-03-07 22:46:31
2019-03-07T23:26:18Z,0,timer,stop_all,0,2019-03-07 22:46:31
2019-03-07T23:26:23Z,0,timer,start,0,2019-03-07 22:46:31
2019-03-07T23:38:22Z,1396,NA,marker,255,2019-03-07 22:46:31
2019-03-07T23:38:23Z,0,timer,stop_all,0,2019-03-07 22:46:31
