timestamp,data,event,event_type,event_group,key
2019-03-12T20:36:39Z,0,timer,start,0,2019-03-12 20:36:38
2019-03-12T20:44:14Z,584,NA,marker,255,2019-03-12 20:36:38
2019-03-12T20:44:15Z,0,timer,stop_all,0,2019-03-12 20:36:38
2019-03-12T20:44:26Z,0,timer,start,0,2019-03-12 20:36:38
2019-03-12T21:39:35Z,0,timer,stop_all,0,2019-03-12 20:36:38
2019-03-12T21:39:35Z,3456,NA,marker,255,2019-03-12 20:36:38
2019-03-12T21:39:57Z,0,timer,start,0,2019-03-12 20:36:38
2019-03-12T21:40:24Z,3456,NA,marker,255,2019-03-12 20:36:38
2019-03-12T21:40:25Z,0,timer,stop_all,0,2019-03-12 20:36:38
2019-03-12T21:42:25Z,131,recovery_hr,marker,255,2019-03-12 20:36:38
2019-03-12T21:48:46Z,0,timer,start,0,2019-03-12 20:36:38
2019-03-12T21:49:27Z,3456,NA,marker,255,2019-03-12 20:36:38
2019-03-12T21:49:28Z,0,timer,stop_all,0,2019-03-12 20:36:38
2019-03-12T21:49:49Z,0,timer,start,0,2019-03-12 20:36:38
2019-03-12T22:08:19Z,3456,NA,marker,255,2019-03-12 20:36:38
2019-03-12T22:08:20Z,0,timer,stop_all,0,2019-03-12 20:36:38
2019-03-12T22:09:13Z,0,timer,start,0,2019-03-12 20:36:38
2019-03-12T22:15:57Z,3456,NA,marker,255,2019-03-12 20:36:38
2019-03-12T22:15:58Z,0,timer,stop_all,0,2019-03-12 20:36:38
2019-03-12T22:16:14Z,0,timer,start,0,2019-03-12 20:36:38
2019-03-12T22:17:19Z,0,timer,stop_all,0,2019-03-12 20:36:38
2019-03-12T22:17:19Z,3456,NA,marker,255,2019-03-12 20:36:38
