timestamp,data,event,event_type,event_group,key,time_created
2022-04-28T20:36:11Z,0,timer,start,0,8724545718,2022_04_28_15_36_12
2022-04-28T20:38:05Z,0,timer,stop_all,0,8724545718,2022_04_28_15_36_12
2022-04-28T20:38:05Z,4,NA,marker,255,8724545718,2022_04_28_15_36_12
2022-04-28T20:40:05Z,62,recovery_hr,marker,255,8724545718,2022_04_28_15_36_12
2022-04-28T20:41:51Z,0,timer,start,0,8724545718,2022_04_28_15_36_12
2022-04-28T20:44:06Z,0,timer,stop_all,0,8724545718,2022_04_28_15_36_12
2022-04-28T20:44:06Z,178,NA,marker,255,8724545718,2022_04_28_15_36_12
2022-04-28T20:44:26Z,0,timer,start,0,8724545718,2022_04_28_15_36_12
2022-04-28T20:46:58Z,468,NA,marker,255,8724545718,2022_04_28_15_36_12
2022-04-28T20:46:59Z,0,timer,stop_all,0,8724545718,2022_04_28_15_36_12
2022-04-28T20:48:59Z,99,recovery_hr,marker,255,8724545718,2022_04_28_15_36_12
2022-04-28T20:52:32Z,0,timer,start,0,8724545718,2022_04_28_15_36_12
2022-04-28T21:20:54Z,2016,NA,marker,255,8724545718,2022_04_28_15_36_12
2022-04-28T21:20:55Z,0,timer,stop_all,0,8724545718,2022_04_28_15_36_12
2022-04-28T21:22:55Z,130,recovery_hr,marker,255,8724545718,2022_04_28_15_36_12
2022-04-28T21:26:11Z,0,timer,start,0,8724545718,2022_04_28_15_36_12
2022-04-28T21:26:45Z,2016,NA,marker,255,8724545718,2022_04_28_15_36_12
2022-04-28T21:26:46Z,0,timer,stop_all,0,8724545718,2022_04_28_15_36_12
2022-04-28T21:28:31Z,0,timer,start,0,8724545718,2022_04_28_15_36_12
2022-04-28T21:29:05Z,2016,NA,marker,255,8724545718,2022_04_28_15_36_12
2022-04-28T21:29:06Z,0,timer,stop_all,0,8724545718,2022_04_28_15_36_12
2022-04-28T21:31:06Z,131,recovery_hr,marker,255,8724545718,2022_04_28_15_36_12
2022-04-28T21:39:05Z,0,timer,start,0,8724545718,2022_04_28_15_36_12
2022-04-28T21:42:49Z,0,timer,stop_all,0,8724545718,2022_04_28_15_36_12
2022-04-28T21:42:49Z,2016,NA,marker,255,8724545718,2022_04_28_15_36_12
