timestamp,data,event,event_type,event_group,key
2020-10-12T20:42:48Z,0,timer,start,0,2020-10-12 20:42:48
2020-10-12T20:44:23Z,344,NA,marker,255,2020-10-12 20:42:48
2020-10-12T20:44:24Z,0,timer,stop_all,0,2020-10-12 20:42:48
2020-10-12T20:44:34Z,0,timer,start,0,2020-10-12 20:42:48
2020-10-12T20:50:38Z,344,NA,marker,255,2020-10-12 20:42:48
2020-10-12T20:50:39Z,0,timer,stop_all,0,2020-10-12 20:42:48
2020-10-12T20:52:29Z,0,timer,start,0,2020-10-12 20:42:48
2020-10-12T21:00:23Z,344,NA,marker,255,2020-10-12 20:42:48
2020-10-12T21:00:24Z,0,timer,stop_all,0,2020-10-12 20:42:48
2020-10-12T21:02:19Z,0,timer,start,0,2020-10-12 20:42:48
2020-10-12T21:13:15Z,0,timer,stop_all,0,2020-10-12 20:42:48
2020-10-12T21:13:15Z,344,NA,marker,255,2020-10-12 20:42:48
2020-10-12T21:15:15Z,101,recovery_hr,marker,255,2020-10-12 20:42:48
