timestamp,data,event,event_type,event_group,key
2018-04-20T16:13:47Z,0,timer,start,0,2018-04-20 16:13:48
2018-04-20T16:28:19Z,4,NA,marker,255,2018-04-20 16:13:48
2018-04-20T16:28:20Z,0,timer,stop_all,0,2018-04-20 16:13:48
2018-04-20T16:28:33Z,0,timer,start,0,2018-04-20 16:13:48
2018-04-20T16:29:01Z,4,NA,marker,255,2018-04-20 16:13:48
2018-04-20T16:29:02Z,0,timer,stop_all,0,2018-04-20 16:13:48
2018-04-20T16:29:06Z,0,timer,start,0,2018-04-20 16:13:48
2018-04-20T16:29:33Z,4,NA,marker,255,2018-04-20 16:13:48
2018-04-20T16:29:34Z,0,timer,stop_all,0,2018-04-20 16:13:48
2018-04-20T16:29:47Z,0,timer,start,0,2018-04-20 16:13:48
2018-04-20T16:31:11Z,4,NA,marker,255,2018-04-20 16:13:48
2018-04-20T16:31:12Z,0,timer,stop_all,0,2018-04-20 16:13:48
