timestamp,data,event,event_type,event_group,key
2020-10-20T20:16:00Z,0,timer,start,0,2020-10-20 20:16:04
2020-10-20T20:17:33Z,458,NA,marker,255,2020-10-20 20:16:04
2020-10-20T20:17:34Z,0,timer,stop_all,0,2020-10-20 20:16:04
2020-10-20T20:17:47Z,0,timer,start,0,2020-10-20 20:16:04
2020-10-20T20:22:49Z,453,NA,marker,255,2020-10-20 20:16:04
2020-10-20T20:22:50Z,0,timer,stop_all,0,2020-10-20 20:16:04
2020-10-20T20:23:46Z,0,timer,start,0,2020-10-20 20:16:04
2020-10-20T20:39:07Z,758,NA,marker,255,2020-10-20 20:16:04
2020-10-20T20:39:08Z,0,timer,stop_all,0,2020-10-20 20:16:04
2020-10-20T20:40:53Z,0,timer,start,0,2020-10-20 20:16:04
2020-10-20T20:48:20Z,0,timer,stop_all,0,2020-10-20 20:16:04
2020-10-20T20:48:20Z,774,NA,marker,255,2020-10-20 20:16:04
