timestamp,data,event,event_type,event_group,key
2020-10-25T21:38:12Z,0,timer,start,0,2020-10-25 21:38:12
2020-10-25T21:54:06Z,410,NA,marker,255,2020-10-25 21:38:12
2020-10-25T21:54:07Z,0,timer,stop_all,0,2020-10-25 21:38:12
2020-10-25T21:54:32Z,0,timer,start,0,2020-10-25 21:38:12
2020-10-25T22:09:17Z,642,NA,marker,255,2020-10-25 21:38:12
2020-10-25T22:09:18Z,0,timer,stop_all,0,2020-10-25 21:38:12
2020-10-25T22:09:45Z,0,timer,start,0,2020-10-25 21:38:12
2020-10-25T22:37:13Z,816,NA,marker,255,2020-10-25 21:38:12
2020-10-25T22:37:14Z,0,timer,stop_all,0,2020-10-25 21:38:12
2020-10-25T22:39:14Z,99,recovery_hr,marker,255,2020-10-25 21:38:12
