timestamp,data,event,event_type,event_group,key
2020-09-06T13:06:59Z,0,timer,start,0,2020-09-06 13:06:58
2020-09-06T13:19:15Z,0,timer,stop_all,0,2020-09-06 13:06:58
2020-09-06T13:19:15Z,410,NA,marker,255,2020-09-06 13:06:58
2020-09-06T13:19:33Z,0,timer,start,0,2020-09-06 13:06:58
2020-09-06T13:34:14Z,700,NA,marker,255,2020-09-06 13:06:58
2020-09-06T13:34:15Z,0,timer,stop_all,0,2020-09-06 13:06:58
2020-09-06T13:34:52Z,0,timer,start,0,2020-09-06 13:06:58
2020-09-06T13:35:04Z,700,NA,marker,255,2020-09-06 13:06:58
2020-09-06T13:35:05Z,0,timer,stop_all,0,2020-09-06 13:06:58
2020-09-06T13:36:46Z,0,timer,start,0,2020-09-06 13:06:58
2020-09-06T13:36:58Z,0,timer,stop_all,0,2020-09-06 13:06:58
2020-09-06T13:36:58Z,700,NA,marker,255,2020-09-06 13:06:58
