timestamp,data,event,event_type,event_group,key
2020-04-05T18:52:08Z,0,timer,start,0,2020-04-05 18:52:09
2020-04-05T19:01:54Z,768,NA,marker,255,2020-04-05 18:52:09
2020-04-05T19:01:55Z,0,timer,stop_all,0,2020-04-05 18:52:09
2020-04-05T19:02:36Z,0,timer,start,0,2020-04-05 18:52:09
2020-04-05T19:04:11Z,853,NA,marker,255,2020-04-05 18:52:09
2020-04-05T19:04:12Z,0,timer,stop_all,0,2020-04-05 18:52:09
2020-04-05T19:04:21Z,0,timer,start,0,2020-04-05 18:52:09
2020-04-05T19:04:25Z,853,NA,marker,255,2020-04-05 18:52:09
2020-04-05T19:04:26Z,0,timer,stop_all,0,2020-04-05 18:52:09
2020-04-05T19:04:30Z,0,timer,start,0,2020-04-05 18:52:09
2020-04-05T19:06:25Z,0,timer,stop_all,0,2020-04-05 18:52:09
2020-04-05T19:06:25Z,963,NA,marker,255,2020-04-05 18:52:09
2020-04-05T19:06:28Z,0,timer,start,0,2020-04-05 18:52:09
2020-04-05T19:30:54Z,1252,NA,marker,255,2020-04-05 18:52:09
2020-04-05T19:30:55Z,0,timer,stop_all,0,2020-04-05 18:52:09
2020-04-05T19:30:58Z,0,timer,start,0,2020-04-05 18:52:09
2020-04-05T19:54:49Z,0,timer,stop_all,0,2020-04-05 18:52:09
2020-04-05T19:54:49Z,1277,NA,marker,255,2020-04-05 18:52:09
2020-04-05T19:54:54Z,0,timer,start,0,2020-04-05 18:52:09
2020-04-05T19:55:37Z,0,timer,stop_all,0,2020-04-05 18:52:09
2020-04-05T19:55:37Z,1300,NA,marker,255,2020-04-05 18:52:09
2020-04-05T19:57:37Z,107,recovery_hr,marker,255,2020-04-05 18:52:09
2020-04-05T20:09:09Z,0,timer,start,0,2020-04-05 18:52:09
2020-04-05T20:42:50Z,1254,NA,marker,255,2020-04-05 18:52:09
2020-04-05T20:42:51Z,0,timer,stop_all,0,2020-04-05 18:52:09
2020-04-05T20:43:06Z,0,timer,start,0,2020-04-05 18:52:09
2020-04-05T20:53:48Z,1281,NA,marker,255,2020-04-05 18:52:09
2020-04-05T20:53:49Z,0,timer,stop_all,0,2020-04-05 18:52:09
2020-04-05T20:55:49Z,122,recovery_hr,marker,255,2020-04-05 18:52:09
