timestamp,data,event,event_type,event_group,key
2020-06-12T23:13:07Z,0,timer,start,0,2020-06-12 23:13:06
2020-06-12T23:16:44Z,62,NA,marker,255,2020-06-12 23:13:06
2020-06-12T23:16:45Z,0,timer,stop_all,0,2020-06-12 23:13:06
2020-06-12T23:17:44Z,0,timer,start,0,2020-06-12 23:13:06
2020-06-12T23:22:14Z,178,NA,marker,255,2020-06-12 23:13:06
2020-06-12T23:22:15Z,0,timer,stop_all,0,2020-06-12 23:13:06
2020-06-12T23:22:19Z,0,timer,start,0,2020-06-12 23:13:06
2020-06-12T23:23:36Z,236,NA,marker,255,2020-06-12 23:13:06
2020-06-12T23:23:37Z,0,timer,stop_all,0,2020-06-12 23:13:06
2020-06-12T23:23:49Z,0,timer,start,0,2020-06-12 23:13:06
2020-06-12T23:25:40Z,0,timer,stop_all,0,2020-06-12 23:13:06
2020-06-12T23:25:40Z,294,NA,marker,255,2020-06-12 23:13:06
2020-06-12T23:26:29Z,0,timer,start,0,2020-06-12 23:13:06
2020-06-12T23:38:12Z,584,NA,marker,255,2020-06-12 23:13:06
2020-06-12T23:38:13Z,0,timer,stop_all,0,2020-06-12 23:13:06
2020-06-12T23:38:19Z,0,timer,start,0,2020-06-12 23:13:06
2020-06-12T23:47:41Z,700,NA,marker,255,2020-06-12 23:13:06
2020-06-12T23:47:42Z,0,timer,stop_all,0,2020-06-12 23:13:06
2020-06-12T23:48:53Z,0,timer,start,0,2020-06-12 23:13:06
2020-06-12T23:56:00Z,700,NA,marker,255,2020-06-12 23:13:06
2020-06-12T23:56:01Z,0,timer,stop_all,0,2020-06-12 23:13:06
2020-06-12T23:58:01Z,108,recovery_hr,marker,255,2020-06-12 23:13:06
