timestamp,data,event,event_type,event_group,key
2020-07-18T17:09:34Z,0,timer,start,0,2020-07-18 17:09:35
2020-07-18T17:12:29Z,1103,NA,marker,255,2020-07-18 17:09:35
2020-07-18T17:12:30Z,0,timer,stop_all,0,2020-07-18 17:09:35
2020-07-18T17:14:30Z,126,recovery_hr,marker,255,2020-07-18 17:09:35
2020-07-18T17:24:44Z,0,timer,start,0,2020-07-18 17:09:35
2020-07-18T17:30:35Z,1092,NA,marker,255,2020-07-18 17:09:35
2020-07-18T17:30:36Z,0,timer,stop_all,0,2020-07-18 17:09:35
2020-07-18T17:30:42Z,0,timer,start,0,2020-07-18 17:09:35
2020-07-18T17:31:38Z,0,timer,stop_all,0,2020-07-18 17:09:35
2020-07-18T17:31:38Z,1091,NA,marker,255,2020-07-18 17:09:35
