timestamp,data,event,event_type,event_group,key,time_created
2022-06-23T22:07:59Z,0,timer,start,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:11:53Z,490,NA,marker,255,9074631189,2022_06_23_17_07_59
2022-06-23T22:11:54Z,0,timer,stop_all,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:11:59Z,0,timer,start,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:16:45Z,352,NA,marker,255,9074631189,2022_06_23_17_07_59
2022-06-23T22:16:46Z,0,timer,stop_all,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:16:54Z,0,timer,start,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:19:03Z,526,NA,marker,255,9074631189,2022_06_23_17_07_59
2022-06-23T22:19:04Z,0,timer,stop_all,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:19:20Z,0,timer,start,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:20:49Z,584,NA,marker,255,9074631189,2022_06_23_17_07_59
2022-06-23T22:20:50Z,0,timer,stop_all,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:20:55Z,0,timer,start,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:21:45Z,584,NA,marker,255,9074631189,2022_06_23_17_07_59
2022-06-23T22:21:46Z,0,timer,stop_all,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:22:53Z,0,timer,start,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:24:35Z,642,NA,marker,255,9074631189,2022_06_23_17_07_59
2022-06-23T22:24:36Z,0,timer,stop_all,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:25:18Z,0,timer,start,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:28:23Z,758,NA,marker,255,9074631189,2022_06_23_17_07_59
2022-06-23T22:28:24Z,0,timer,stop_all,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:28:42Z,0,timer,start,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:34:20Z,1048,NA,marker,255,9074631189,2022_06_23_17_07_59
2022-06-23T22:34:21Z,0,timer,stop_all,0,9074631189,2022_06_23_17_07_59
2022-06-23T22:36:21Z,121,recovery_hr,marker,255,9074631189,2022_06_23_17_07_59
2022-06-23T22:38:42Z,0,timer,start,0,9074631189,2022_06_23_17_07_59
2022-06-23T23:03:01Z,1584,NA,marker,255,9074631189,2022_06_23_17_07_59
2022-06-23T23:03:02Z,0,timer,stop_all,0,9074631189,2022_06_23_17_07_59
2022-06-23T23:05:02Z,137,recovery_hr,marker,255,9074631189,2022_06_23_17_07_59
