timestamp,data,event,event_type,event_group,key
2019-08-16T11:39:54Z,0,timer,start,0,2019-08-16 11:39:54
2019-08-16T11:43:22Z,276,NA,marker,255,2019-08-16 11:39:54
2019-08-16T11:43:23Z,0,timer,stop_all,0,2019-08-16 11:39:54
2019-08-16T11:44:03Z,0,timer,start,0,2019-08-16 11:39:54
2019-08-16T12:00:23Z,576,NA,marker,255,2019-08-16 11:39:54
2019-08-16T12:00:24Z,0,timer,stop_all,0,2019-08-16 11:39:54
2019-08-16T12:00:29Z,0,timer,start,0,2019-08-16 11:39:54
2019-08-16T12:06:45Z,742,NA,marker,255,2019-08-16 11:39:54
2019-08-16T12:06:46Z,0,timer,stop_all,0,2019-08-16 11:39:54
2019-08-16T12:06:53Z,0,timer,start,0,2019-08-16 11:39:54
2019-08-16T12:23:50Z,0,timer,stop_all,0,2019-08-16 11:39:54
2019-08-16T12:23:50Z,801,NA,marker,255,2019-08-16 11:39:54
2019-08-16T12:25:50Z,121,recovery_hr,marker,255,2019-08-16 11:39:54
