timestamp,data,event,event_type,event_group,key,time_created
2022-07-25T13:25:08Z,0,timer,start,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:25:46Z,4,NA,marker,255,9271245429,2022_07_25_08_25_08
2022-07-25T13:25:47Z,0,timer,stop_all,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:26:09Z,0,timer,start,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:29:26Z,62,NA,marker,255,9271245429,2022_07_25_08_25_08
2022-07-25T13:29:27Z,0,timer,stop_all,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:29:46Z,0,timer,start,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:42:31Z,468,NA,marker,255,9271245429,2022_07_25_08_25_08
2022-07-25T13:42:32Z,0,timer,stop_all,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:42:40Z,0,timer,start,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:42:44Z,468,NA,marker,255,9271245429,2022_07_25_08_25_08
2022-07-25T13:42:45Z,0,timer,stop_all,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:42:52Z,0,timer,start,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:44:33Z,0,timer,stop_all,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:44:33Z,531,NA,marker,255,9271245429,2022_07_25_08_25_08
2022-07-25T13:44:50Z,0,timer,start,0,9271245429,2022_07_25_08_25_08
2022-07-25T13:46:31Z,610,NA,marker,255,9271245429,2022_07_25_08_25_08
2022-07-25T13:46:32Z,0,timer,stop_all,0,9271245429,2022_07_25_08_25_08
