timestamp,data,event,event_type,event_group,key
2020-04-22T21:22:00Z,0,timer,start,0,2020-04-22 21:22:06
2020-04-22T21:27:06Z,62,NA,marker,255,2020-04-22 21:22:06
2020-04-22T21:27:07Z,0,timer,stop_all,0,2020-04-22 21:22:06
2020-04-22T21:27:23Z,0,timer,start,0,2020-04-22 21:22:06
2020-04-22T21:43:39Z,642,NA,marker,255,2020-04-22 21:22:06
2020-04-22T21:43:40Z,0,timer,stop_all,0,2020-04-22 21:22:06
2020-04-22T21:44:16Z,0,timer,start,0,2020-04-22 21:22:06
2020-04-22T22:01:35Z,932,NA,marker,255,2020-04-22 21:22:06
2020-04-22T22:01:36Z,0,timer,stop_all,0,2020-04-22 21:22:06
2020-04-22T22:01:57Z,0,timer,start,0,2020-04-22 21:22:06
2020-04-22T22:09:31Z,1164,NA,marker,255,2020-04-22 21:22:06
2020-04-22T22:09:32Z,0,timer,stop_all,0,2020-04-22 21:22:06
2020-04-22T22:09:52Z,0,timer,start,0,2020-04-22 21:22:06
2020-04-22T22:20:19Z,1454,NA,marker,255,2020-04-22 21:22:06
2020-04-22T22:20:20Z,0,timer,stop_all,0,2020-04-22 21:22:06
2020-04-22T22:21:04Z,0,timer,start,0,2020-04-22 21:22:06
2020-04-22T22:30:25Z,1454,NA,marker,255,2020-04-22 21:22:06
2020-04-22T22:30:26Z,0,timer,stop_all,0,2020-04-22 21:22:06
