timestamp,data,event,event_type,event_group,key,time_created
2021-01-29T23:25:20Z,0,timer,start,0,6188040874,2021_01_29_17_25_19
2021-01-29T23:35:51Z,620,NA,marker,255,6188040874,2021_01_29_17_25_19
2021-01-29T23:35:52Z,0,timer,stop_all,0,6188040874,2021_01_29_17_25_19
2021-01-29T23:36:20Z,0,timer,start,0,6188040874,2021_01_29_17_25_19
2021-01-29T23:43:25Z,588,NA,marker,255,6188040874,2021_01_29_17_25_19
2021-01-29T23:43:26Z,0,timer,stop_all,0,6188040874,2021_01_29_17_25_19
2021-01-29T23:45:26Z,106,recovery_hr,marker,255,6188040874,2021_01_29_17_25_19
2021-01-29T23:46:06Z,0,timer,start,0,6188040874,2021_01_29_17_25_19
2021-01-29T23:54:34Z,758,NA,marker,255,6188040874,2021_01_29_17_25_19
2021-01-29T23:54:35Z,0,timer,stop_all,0,6188040874,2021_01_29_17_25_19
2021-01-29T23:54:48Z,0,timer,start,0,6188040874,2021_01_29_17_25_19
2021-01-30T00:09:56Z,888,NA,marker,255,6188040874,2021_01_29_17_25_19
2021-01-30T00:09:57Z,0,timer,stop_all,0,6188040874,2021_01_29_17_25_19
2021-01-30T00:11:57Z,114,recovery_hr,marker,255,6188040874,2021_01_29_17_25_19
