timestamp,data,event,event_type,event_group,key,time_created
2021-09-10T21:16:54Z,0,timer,start,0,7464925399,2021_09_10_16_16_59
2021-09-10T21:19:54Z,0,timer,stop_all,0,7464925399,2021_09_10_16_16_59
2021-09-10T21:19:54Z,132,NA,marker,255,7464925399,2021_09_10_16_16_59
2021-09-10T21:20:42Z,0,timer,start,0,7464925399,2021_09_10_16_16_59
2021-09-10T21:22:46Z,130,NA,marker,255,7464925399,2021_09_10_16_16_59
2021-09-10T21:22:47Z,0,timer,stop_all,0,7464925399,2021_09_10_16_16_59
2021-09-10T21:24:47Z,78,recovery_hr,marker,255,7464925399,2021_09_10_16_16_59
2021-09-10T21:25:42Z,0,timer,start,0,7464925399,2021_09_10_16_16_59
2021-09-10T21:34:58Z,294,NA,marker,255,7464925399,2021_09_10_16_16_59
2021-09-10T21:34:59Z,0,timer,stop_all,0,7464925399,2021_09_10_16_16_59
2021-09-10T21:36:59Z,87,recovery_hr,marker,255,7464925399,2021_09_10_16_16_59
