timestamp,data,event,event_type,event_group,key,time_created
2022-01-18T17:21:32Z,0,timer,start,0,8141040124,2022_01_18_11_21_32
2022-01-18T17:38:53Z,642,NA,marker,255,8141040124,2022_01_18_11_21_32
2022-01-18T17:38:54Z,0,timer,stop_all,0,8141040124,2022_01_18_11_21_32
2022-01-18T17:39:16Z,0,timer,start,0,8141040124,2022_01_18_11_21_32
2022-01-18T18:23:33Z,1164,NA,marker,255,8141040124,2022_01_18_11_21_32
2022-01-18T18:23:34Z,0,timer,stop_all,0,8141040124,2022_01_18_11_21_32
2022-01-18T18:23:42Z,0,timer,start,0,8141040124,2022_01_18_11_21_32
2022-01-18T18:29:04Z,1164,NA,marker,255,8141040124,2022_01_18_11_21_32
2022-01-18T18:29:05Z,0,timer,stop_all,0,8141040124,2022_01_18_11_21_32
2022-01-18T18:31:05Z,106,recovery_hr,marker,255,8141040124,2022_01_18_11_21_32
