timestamp,data,event,event_type,event_group,key
2020-08-21T13:15:06Z,0,timer,start,0,2020-08-21 13:15:06
2020-08-21T13:31:29Z,745,NA,marker,255,2020-08-21 13:15:06
2020-08-21T13:31:30Z,0,timer,stop_all,0,2020-08-21 13:15:06
2020-08-21T13:31:31Z,0,timer,start,0,2020-08-21 13:15:06
2020-08-21T13:32:44Z,774,NA,marker,255,2020-08-21 13:15:06
2020-08-21T13:32:45Z,0,timer,stop_all,0,2020-08-21 13:15:06
2020-08-21T13:32:57Z,0,timer,start,0,2020-08-21 13:15:06
2020-08-21T13:35:48Z,781,NA,marker,255,2020-08-21 13:15:06
2020-08-21T13:35:49Z,0,timer,stop_all,0,2020-08-21 13:15:06
2020-08-21T13:37:49Z,102,recovery_hr,marker,255,2020-08-21 13:15:06
