timestamp,data,event,event_type,event_group,key,time_created
2021-09-22T20:39:34Z,0,timer,start,0,7536873997,2021_09_22_15_39_34
2021-09-22T20:41:11Z,768,NA,marker,255,7536873997,2021_09_22_15_39_34
2021-09-22T20:41:12Z,0,timer,stop_all,0,7536873997,2021_09_22_15_39_34
2021-09-22T20:42:10Z,0,timer,start,0,7536873997,2021_09_22_15_39_34
2021-09-22T20:53:19Z,756,NA,marker,255,7536873997,2021_09_22_15_39_34
2021-09-22T20:53:20Z,0,timer,stop_all,0,7536873997,2021_09_22_15_39_34
2021-09-22T20:55:20Z,91,recovery_hr,marker,255,7536873997,2021_09_22_15_39_34
2021-09-22T20:58:10Z,0,timer,start,0,7536873997,2021_09_22_15_39_34
2021-09-22T21:33:42Z,0,timer,stop_all,0,7536873997,2021_09_22_15_39_34
2021-09-22T21:33:42Z,758,NA,marker,255,7536873997,2021_09_22_15_39_34
2021-09-22T21:35:42Z,107,recovery_hr,marker,255,7536873997,2021_09_22_15_39_34
