timestamp,data,event,event_type,event_group,key
2020-09-21T20:41:20Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T20:42:59Z,62,NA,marker,255,2020-09-21 20:41:24
2020-09-21T20:43:00Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T20:43:21Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T20:56:25Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T20:56:25Z,468,NA,marker,255,2020-09-21 20:41:24
2020-09-21T20:58:25Z,107,recovery_hr,marker,255,2020-09-21 20:41:24
2020-09-21T21:01:03Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T21:02:34Z,526,NA,marker,255,2020-09-21 20:41:24
2020-09-21T21:02:35Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T21:02:54Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T21:06:27Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T21:06:27Z,642,NA,marker,255,2020-09-21 20:41:24
2020-09-21T21:08:27Z,108,recovery_hr,marker,255,2020-09-21 20:41:24
2020-09-21T21:11:14Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T21:11:48Z,642,NA,marker,255,2020-09-21 20:41:24
2020-09-21T21:11:49Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T21:12:17Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T21:18:01Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T21:18:01Z,758,NA,marker,255,2020-09-21 20:41:24
2020-09-21T21:20:01Z,118,recovery_hr,marker,255,2020-09-21 20:41:24
2020-09-21T21:21:30Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T21:21:58Z,758,NA,marker,255,2020-09-21 20:41:24
2020-09-21T21:21:59Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T21:22:58Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T21:23:12Z,758,NA,marker,255,2020-09-21 20:41:24
2020-09-21T21:23:13Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T21:23:18Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T21:28:46Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T21:28:46Z,896,NA,marker,255,2020-09-21 20:41:24
2020-09-21T21:30:46Z,117,recovery_hr,marker,255,2020-09-21 20:41:24
2020-09-21T21:33:23Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T21:34:28Z,896,NA,marker,255,2020-09-21 20:41:24
2020-09-21T21:34:29Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T21:36:26Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T21:50:22Z,0,timer,stop_all,0,2020-09-21 20:41:24
2020-09-21T21:50:22Z,1040,NA,marker,255,2020-09-21 20:41:24
2020-09-21T21:50:26Z,0,timer,start,0,2020-09-21 20:41:24
2020-09-21T21:55:57Z,1331,NA,marker,255,2020-09-21 20:41:24
2020-09-21T21:55:58Z,0,timer,stop_all,0,2020-09-21 20:41:24
