timestamp,data,event,event_type,event_group,key,time_created
2022-06-29T17:54:43Z,0,timer,start,0,9110111875,2022_06_29_12_54_42
2022-06-29T17:56:48Z,334,NA,marker,255,9110111875,2022_06_29_12_54_42
2022-06-29T17:56:49Z,0,timer,stop_all,0,9110111875,2022_06_29_12_54_42
2022-06-29T17:57:08Z,0,timer,start,0,9110111875,2022_06_29_12_54_42
2022-06-29T17:58:23Z,333,NA,marker,255,9110111875,2022_06_29_12_54_42
2022-06-29T17:58:24Z,0,timer,stop_all,0,9110111875,2022_06_29_12_54_42
2022-06-29T17:58:45Z,0,timer,start,0,9110111875,2022_06_29_12_54_42
2022-06-29T17:58:50Z,332,NA,marker,255,9110111875,2022_06_29_12_54_42
2022-06-29T17:58:51Z,0,timer,stop_all,0,9110111875,2022_06_29_12_54_42
2022-06-29T17:59:03Z,0,timer,start,0,9110111875,2022_06_29_12_54_42
2022-06-29T18:06:29Z,352,NA,marker,255,9110111875,2022_06_29_12_54_42
2022-06-29T18:06:30Z,0,timer,stop_all,0,9110111875,2022_06_29_12_54_42
2022-06-29T18:07:02Z,0,timer,start,0,9110111875,2022_06_29_12_54_42
2022-06-29T18:08:37Z,410,NA,marker,255,9110111875,2022_06_29_12_54_42
2022-06-29T18:08:38Z,0,timer,stop_all,0,9110111875,2022_06_29_12_54_42
2022-06-29T18:08:43Z,0,timer,start,0,9110111875,2022_06_29_12_54_42
2022-06-29T18:10:36Z,468,NA,marker,255,9110111875,2022_06_29_12_54_42
2022-06-29T18:10:37Z,0,timer,stop_all,0,9110111875,2022_06_29_12_54_42
