timestamp,data,event,event_type,event_group,key
2019-07-13T12:07:10Z,0,timer,start,0,2019-07-13 12:07:10
2019-07-13T12:07:27Z,4,NA,marker,255,2019-07-13 12:07:10
2019-07-13T12:07:28Z,0,timer,stop_all,0,2019-07-13 12:07:10
2019-07-13T12:07:49Z,0,timer,start,0,2019-07-13 12:07:10
2019-07-13T12:09:02Z,4,NA,marker,255,2019-07-13 12:07:10
2019-07-13T12:09:03Z,0,timer,stop_all,0,2019-07-13 12:07:10
2019-07-13T12:09:10Z,0,timer,start,0,2019-07-13 12:07:10
2019-07-13T12:34:16Z,700,NA,marker,255,2019-07-13 12:07:10
2019-07-13T12:34:17Z,0,timer,stop_all,0,2019-07-13 12:07:10
2019-07-13T12:35:34Z,0,timer,start,0,2019-07-13 12:07:10
2019-07-13T13:00:17Z,1222,NA,marker,255,2019-07-13 12:07:10
2019-07-13T13:00:18Z,0,timer,stop_all,0,2019-07-13 12:07:10
2019-07-13T13:00:27Z,0,timer,start,0,2019-07-13 12:07:10
2019-07-13T13:23:27Z,1584,NA,marker,255,2019-07-13 12:07:10
2019-07-13T13:23:28Z,0,timer,stop_all,0,2019-07-13 12:07:10
2019-07-13T13:23:33Z,0,timer,start,0,2019-07-13 12:07:10
2019-07-13T13:24:58Z,1584,NA,marker,255,2019-07-13 12:07:10
2019-07-13T13:24:59Z,0,timer,stop_all,0,2019-07-13 12:07:10
