timestamp,data,event,event_type,event_group,key,time_created
2022-04-30T14:15:57Z,0,timer,start,0,8734700889,2022_04_30_09_15_56
2022-04-30T14:23:49Z,517,NA,marker,255,8734700889,2022_04_30_09_15_56
2022-04-30T14:23:50Z,0,timer,stop_all,0,8734700889,2022_04_30_09_15_56
2022-04-30T14:25:50Z,157,recovery_hr,marker,255,8734700889,2022_04_30_09_15_56
2022-04-30T14:26:23Z,0,timer,start,0,8734700889,2022_04_30_09_15_56
2022-04-30T14:28:11Z,0,timer,stop_all,0,8734700889,2022_04_30_09_15_56
2022-04-30T14:28:11Z,816,NA,marker,255,8734700889,2022_04_30_09_15_56
2022-04-30T14:29:20Z,0,timer,start,0,8734700889,2022_04_30_09_15_56
2022-04-30T14:52:32Z,1454,NA,marker,255,8734700889,2022_04_30_09_15_56
2022-04-30T14:52:33Z,0,timer,stop_all,0,8734700889,2022_04_30_09_15_56
2022-04-30T14:54:01Z,0,timer,start,0,8734700889,2022_04_30_09_15_56
2022-04-30T15:01:11Z,1454,NA,marker,255,8734700889,2022_04_30_09_15_56
2022-04-30T15:01:12Z,0,timer,stop_all,0,8734700889,2022_04_30_09_15_56
2022-04-30T15:03:12Z,130,recovery_hr,marker,255,8734700889,2022_04_30_09_15_56
2022-04-30T15:03:28Z,0,timer,start,0,8734700889,2022_04_30_09_15_56
2022-04-30T15:13:29Z,1454,NA,marker,255,8734700889,2022_04_30_09_15_56
2022-04-30T15:13:30Z,0,timer,stop_all,0,8734700889,2022_04_30_09_15_56
2022-04-30T15:15:30Z,157,recovery_hr,marker,255,8734700889,2022_04_30_09_15_56
