timestamp,data,event,event_type,event_group,key,time_created
2022-05-02T20:55:11Z,0,timer,start,0,8748951324,2022_05_02_15_55_10
2022-05-02T20:57:32Z,62,NA,marker,255,8748951324,2022_05_02_15_55_10
2022-05-02T20:57:33Z,0,timer,stop_all,0,8748951324,2022_05_02_15_55_10
2022-05-02T20:57:37Z,0,timer,start,0,8748951324,2022_05_02_15_55_10
2022-05-02T21:04:00Z,0,timer,stop_all,0,8748951324,2022_05_02_15_55_10
2022-05-02T21:04:00Z,294,NA,marker,255,8748951324,2022_05_02_15_55_10
2022-05-02T21:06:01Z,93,recovery_hr,marker,255,8748951324,2022_05_02_15_55_10
2022-05-02T21:06:09Z,0,timer,start,0,8748951324,2022_05_02_15_55_10
2022-05-02T21:43:58Z,1584,NA,marker,255,8748951324,2022_05_02_15_55_10
2022-05-02T21:43:59Z,0,timer,stop_all,0,8748951324,2022_05_02_15_55_10
2022-05-02T21:45:59Z,134,recovery_hr,marker,255,8748951324,2022_05_02_15_55_10
2022-05-02T21:49:12Z,0,timer,start,0,8748951324,2022_05_02_15_55_10
2022-05-02T21:50:55Z,1728,NA,marker,255,8748951324,2022_05_02_15_55_10
2022-05-02T21:50:56Z,0,timer,stop_all,0,8748951324,2022_05_02_15_55_10
