timestamp,data,event,event_type,event_group,key
2020-08-20T13:25:00Z,0,timer,start,0,2020-08-20 13:25:01
2020-08-20T13:29:26Z,0,timer,stop_all,0,2020-08-20 13:25:01
2020-08-20T13:29:26Z,276,NA,marker,255,2020-08-20 13:25:01
2020-08-20T13:29:39Z,0,timer,start,0,2020-08-20 13:25:01
2020-08-20T13:34:21Z,537,NA,marker,255,2020-08-20 13:25:01
2020-08-20T13:34:22Z,0,timer,stop_all,0,2020-08-20 13:25:01
2020-08-20T13:34:28Z,0,timer,start,0,2020-08-20 13:25:01
2020-08-20T13:38:59Z,642,NA,marker,255,2020-08-20 13:25:01
2020-08-20T13:39:00Z,0,timer,stop_all,0,2020-08-20 13:25:01
2020-08-20T13:40:20Z,0,timer,start,0,2020-08-20 13:25:01
2020-08-20T13:41:22Z,642,NA,marker,255,2020-08-20 13:25:01
2020-08-20T13:41:23Z,0,timer,stop_all,0,2020-08-20 13:25:01
2020-08-20T13:43:11Z,0,timer,start,0,2020-08-20 13:25:01
2020-08-20T14:03:08Z,0,timer,stop_all,0,2020-08-20 13:25:01
2020-08-20T14:03:08Z,1106,NA,marker,255,2020-08-20 13:25:01
2020-08-20T14:03:37Z,0,timer,start,0,2020-08-20 13:25:01
2020-08-20T14:12:16Z,1280,NA,marker,255,2020-08-20 13:25:01
2020-08-20T14:12:17Z,0,timer,stop_all,0,2020-08-20 13:25:01
2020-08-20T14:12:20Z,0,timer,start,0,2020-08-20 13:25:01
2020-08-20T14:16:38Z,1338,NA,marker,255,2020-08-20 13:25:01
2020-08-20T14:16:39Z,0,timer,stop_all,0,2020-08-20 13:25:01
2020-08-20T14:17:12Z,0,timer,start,0,2020-08-20 13:25:01
2020-08-20T14:29:41Z,0,timer,stop_all,0,2020-08-20 13:25:01
2020-08-20T14:29:41Z,1396,NA,marker,255,2020-08-20 13:25:01
2020-08-20T14:29:59Z,0,timer,start,0,2020-08-20 13:25:01
2020-08-20T14:33:46Z,1396,NA,marker,255,2020-08-20 13:25:01
2020-08-20T14:33:47Z,0,timer,stop_all,0,2020-08-20 13:25:01
2020-08-20T14:35:47Z,124,recovery_hr,marker,255,2020-08-20 13:25:01
