timestamp,data,event,event_type,event_group,key
2020-05-22T18:48:23Z,0,timer,start,0,2020-05-22 18:48:28
2020-05-22T19:01:37Z,352,NA,marker,255,2020-05-22 18:48:28
2020-05-22T19:01:38Z,0,timer,stop_all,0,2020-05-22 18:48:28
2020-05-22T19:02:13Z,0,timer,start,0,2020-05-22 18:48:28
2020-05-22T19:02:28Z,352,NA,marker,255,2020-05-22 18:48:28
2020-05-22T19:02:29Z,0,timer,stop_all,0,2020-05-22 18:48:28
2020-05-22T19:04:08Z,0,timer,start,0,2020-05-22 18:48:28
2020-05-22T19:04:25Z,0,timer,stop_all,0,2020-05-22 18:48:28
2020-05-22T19:04:25Z,352,NA,marker,255,2020-05-22 18:48:28
2020-05-22T19:05:59Z,0,timer,start,0,2020-05-22 18:48:28
2020-05-22T19:06:14Z,352,NA,marker,255,2020-05-22 18:48:28
2020-05-22T19:06:15Z,0,timer,stop_all,0,2020-05-22 18:48:28
2020-05-22T19:08:15Z,113,recovery_hr,marker,255,2020-05-22 18:48:28
2020-05-22T19:09:22Z,0,timer,start,0,2020-05-22 18:48:28
2020-05-22T19:15:44Z,618,NA,marker,255,2020-05-22 18:48:28
2020-05-22T19:15:45Z,0,timer,stop_all,0,2020-05-22 18:48:28
2020-05-22T19:17:45Z,116,recovery_hr,marker,255,2020-05-22 18:48:28
