timestamp,data,event,event_type,event_group,key,time_created
2022-07-06T23:53:20Z,0,timer,start,0,9155132302,2022_07_06_18_53_20
2022-07-06T23:54:00Z,4,NA,marker,255,9155132302,2022_07_06_18_53_20
2022-07-06T23:54:01Z,0,timer,stop_all,0,9155132302,2022_07_06_18_53_20
2022-07-06T23:54:20Z,0,timer,start,0,9155132302,2022_07_06_18_53_20
2022-07-07T00:01:32Z,178,NA,marker,255,9155132302,2022_07_06_18_53_20
2022-07-07T00:01:33Z,0,timer,stop_all,0,9155132302,2022_07_06_18_53_20
2022-07-07T00:01:46Z,0,timer,start,0,9155132302,2022_07_06_18_53_20
2022-07-07T00:03:21Z,236,NA,marker,255,9155132302,2022_07_06_18_53_20
2022-07-07T00:03:22Z,0,timer,stop_all,0,9155132302,2022_07_06_18_53_20
2022-07-07T00:05:22Z,86,recovery_hr,marker,255,9155132302,2022_07_06_18_53_20
2022-07-07T00:07:11Z,0,timer,start,0,9155132302,2022_07_06_18_53_20
2022-07-07T00:09:43Z,236,NA,marker,255,9155132302,2022_07_06_18_53_20
2022-07-07T00:09:44Z,0,timer,stop_all,0,9155132302,2022_07_06_18_53_20
2022-07-07T00:09:57Z,0,timer,start,0,9155132302,2022_07_06_18_53_20
2022-07-07T00:25:05Z,794,NA,marker,255,9155132302,2022_07_06_18_53_20
2022-07-07T00:25:06Z,0,timer,stop_all,0,9155132302,2022_07_06_18_53_20
2022-07-07T00:25:20Z,0,timer,start,0,9155132302,2022_07_06_18_53_20
2022-07-07T00:30:14Z,0,timer,stop_all,0,9155132302,2022_07_06_18_53_20
2022-07-07T00:30:14Z,972,NA,marker,255,9155132302,2022_07_06_18_53_20
