timestamp,data,event,event_type,event_group,key
2020-07-21T00:20:10Z,0,timer,start,0,2020-07-21 00:20:11
2020-07-21T00:43:22Z,1164,NA,marker,255,2020-07-21 00:20:11
2020-07-21T00:43:23Z,0,timer,stop_all,0,2020-07-21 00:20:11
2020-07-21T00:45:23Z,121,recovery_hr,marker,255,2020-07-21 00:20:11
2020-07-21T00:54:38Z,0,timer,start,0,2020-07-21 00:20:11
2020-07-21T00:55:47Z,1164,NA,marker,255,2020-07-21 00:20:11
2020-07-21T00:55:48Z,0,timer,stop_all,0,2020-07-21 00:20:11
2020-07-21T00:57:48Z,122,recovery_hr,marker,255,2020-07-21 00:20:11
2020-07-21T00:58:54Z,0,timer,start,0,2020-07-21 00:20:11
2020-07-21T00:58:59Z,0,timer,stop_all,0,2020-07-21 00:20:11
2020-07-21T00:58:59Z,1164,NA,marker,255,2020-07-21 00:20:11
2020-07-21T01:00:59Z,118,recovery_hr,marker,255,2020-07-21 00:20:11
2020-07-21T01:03:16Z,0,timer,start,0,2020-07-21 00:20:11
2020-07-21T01:03:52Z,1164,NA,marker,255,2020-07-21 00:20:11
2020-07-21T01:03:53Z,0,timer,stop_all,0,2020-07-21 00:20:11
