timestamp,data,event,event_type,event_group,key
2020-06-19T17:47:58Z,0,timer,start,0,2020-06-19 17:47:59
2020-06-19T17:48:21Z,1332,NA,marker,255,2020-06-19 17:47:59
2020-06-19T17:48:22Z,0,timer,stop_all,0,2020-06-19 17:47:59
2020-06-19T17:50:22Z,138,recovery_hr,marker,255,2020-06-19 17:47:59
2020-06-19T17:52:03Z,0,timer,start,0,2020-06-19 17:47:59
2020-06-19T17:52:04Z,1332,NA,marker,255,2020-06-19 17:47:59
2020-06-19T17:52:05Z,0,timer,stop_all,0,2020-06-19 17:47:59
2020-06-19T17:53:47Z,0,timer,start,0,2020-06-19 17:47:59
2020-06-19T18:00:22Z,1325,NA,marker,255,2020-06-19 17:47:59
2020-06-19T18:00:23Z,0,timer,stop_all,0,2020-06-19 17:47:59
2020-06-19T18:02:23Z,117,recovery_hr,marker,255,2020-06-19 17:47:59
