timestamp,data,event,event_type,event_group,key,time_created
2022-03-25T11:35:26Z,0,timer,start,0,8521355199,2022_03_25_06_35_29
2022-03-25T11:36:25Z,4,NA,marker,255,8521355199,2022_03_25_06_35_29
2022-03-25T11:36:26Z,0,timer,stop_all,0,8521355199,2022_03_25_06_35_29
2022-03-25T11:36:35Z,0,timer,start,0,8521355199,2022_03_25_06_35_29
2022-03-25T11:56:12Z,924,NA,marker,255,8521355199,2022_03_25_06_35_29
2022-03-25T11:56:13Z,0,timer,stop_all,0,8521355199,2022_03_25_06_35_29
2022-03-25T11:56:54Z,0,timer,start,0,8521355199,2022_03_25_06_35_29
2022-03-25T12:03:43Z,989,NA,marker,255,8521355199,2022_03_25_06_35_29
2022-03-25T12:03:44Z,0,timer,stop_all,0,8521355199,2022_03_25_06_35_29
2022-03-25T12:04:27Z,0,timer,start,0,8521355199,2022_03_25_06_35_29
2022-03-25T12:06:03Z,992,NA,marker,255,8521355199,2022_03_25_06_35_29
2022-03-25T12:06:04Z,0,timer,stop_all,0,8521355199,2022_03_25_06_35_29
2022-03-25T12:06:39Z,0,timer,start,0,8521355199,2022_03_25_06_35_29
2022-03-25T12:25:37Z,1092,NA,marker,255,8521355199,2022_03_25_06_35_29
2022-03-25T12:25:39Z,1092,NA,marker,255,8521355199,2022_03_25_06_35_29
2022-03-25T12:25:40Z,0,timer,stop_all,0,8521355199,2022_03_25_06_35_29
2022-03-25T12:26:00Z,0,timer,start,0,8521355199,2022_03_25_06_35_29
2022-03-25T12:26:50Z,1092,NA,marker,255,8521355199,2022_03_25_06_35_29
2022-03-25T12:26:51Z,0,timer,stop_all,0,8521355199,2022_03_25_06_35_29
2022-03-25T12:28:51Z,100,recovery_hr,marker,255,8521355199,2022_03_25_06_35_29
