timestamp,data,event,event_type,event_group,key,time_created
2021-02-04T16:59:29Z,0,timer,start,0,6219790056,2021_02_04_10_59_29
2021-02-04T17:15:35Z,819,NA,marker,255,6219790056,2021_02_04_10_59_29
2021-02-04T17:15:36Z,0,timer,stop_all,0,6219790056,2021_02_04_10_59_29
2021-02-04T17:15:44Z,0,timer,start,0,6219790056,2021_02_04_10_59_29
2021-02-04T17:38:15Z,1266,NA,marker,255,6219790056,2021_02_04_10_59_29
2021-02-04T17:38:16Z,0,timer,stop_all,0,6219790056,2021_02_04_10_59_29
2021-02-04T17:38:27Z,0,timer,start,0,6219790056,2021_02_04_10_59_29
2021-02-04T17:46:31Z,1311,NA,marker,255,6219790056,2021_02_04_10_59_29
2021-02-04T17:46:32Z,0,timer,stop_all,0,6219790056,2021_02_04_10_59_29
2021-02-04T17:46:54Z,0,timer,start,0,6219790056,2021_02_04_10_59_29
2021-02-04T18:01:04Z,1600,NA,marker,255,6219790056,2021_02_04_10_59_29
2021-02-04T18:01:05Z,0,timer,stop_all,0,6219790056,2021_02_04_10_59_29
2021-02-04T18:02:05Z,0,timer,start,0,6219790056,2021_02_04_10_59_29
2021-02-04T18:33:57Z,1817,NA,marker,255,6219790056,2021_02_04_10_59_29
2021-02-04T18:33:58Z,0,timer,stop_all,0,6219790056,2021_02_04_10_59_29
