timestamp,data,event,event_type,event_group,key
2020-07-04T14:31:33Z,0,timer,start,0,2020-07-04 14:31:33
2020-07-04T14:34:32Z,62,NA,marker,255,2020-07-04 14:31:33
2020-07-04T14:34:33Z,0,timer,stop_all,0,2020-07-04 14:31:33
2020-07-04T14:34:40Z,0,timer,start,0,2020-07-04 14:31:33
2020-07-04T14:46:16Z,468,NA,marker,255,2020-07-04 14:31:33
2020-07-04T14:46:17Z,0,timer,stop_all,0,2020-07-04 14:31:33
2020-07-04T14:46:32Z,0,timer,start,0,2020-07-04 14:31:33
2020-07-04T14:54:41Z,642,NA,marker,255,2020-07-04 14:31:33
2020-07-04T14:54:42Z,0,timer,stop_all,0,2020-07-04 14:31:33
2020-07-04T14:55:04Z,0,timer,start,0,2020-07-04 14:31:33
2020-07-04T15:03:15Z,758,NA,marker,255,2020-07-04 14:31:33
2020-07-04T15:03:16Z,0,timer,stop_all,0,2020-07-04 14:31:33
2020-07-04T15:03:44Z,0,timer,start,0,2020-07-04 14:31:33
2020-07-04T15:14:23Z,990,NA,marker,255,2020-07-04 14:31:33
2020-07-04T15:14:24Z,0,timer,stop_all,0,2020-07-04 14:31:33
2020-07-04T15:14:53Z,0,timer,start,0,2020-07-04 14:31:33
2020-07-04T15:22:08Z,1106,NA,marker,255,2020-07-04 14:31:33
2020-07-04T15:22:09Z,0,timer,stop_all,0,2020-07-04 14:31:33
2020-07-04T15:22:22Z,0,timer,start,0,2020-07-04 14:31:33
2020-07-04T16:39:32Z,1338,NA,marker,255,2020-07-04 14:31:33
2020-07-04T16:39:33Z,0,timer,stop_all,0,2020-07-04 14:31:33
2020-07-04T16:39:58Z,0,timer,start,0,2020-07-04 14:31:33
2020-07-04T16:46:15Z,1338,NA,marker,255,2020-07-04 14:31:33
2020-07-04T16:46:16Z,0,timer,stop_all,0,2020-07-04 14:31:33
2020-07-04T16:46:26Z,0,timer,start,0,2020-07-04 14:31:33
2020-07-04T16:50:54Z,1338,NA,marker,255,2020-07-04 14:31:33
2020-07-04T16:50:55Z,0,timer,stop_all,0,2020-07-04 14:31:33
2020-07-04T16:52:55Z,151,recovery_hr,marker,255,2020-07-04 14:31:33
2020-07-04T16:53:14Z,0,timer,start,0,2020-07-04 14:31:33
2020-07-04T16:53:16Z,1338,NA,marker,255,2020-07-04 14:31:33
2020-07-04T16:53:17Z,0,timer,stop_all,0,2020-07-04 14:31:33
