timestamp,data,event,event_type,event_group,key,time_created
2021-10-28T21:49:00Z,0,timer,start,0,7732728031,2021_10_28_16_49_00
2021-10-28T21:52:39Z,313,NA,marker,255,7732728031,2021_10_28_16_49_00
2021-10-28T21:52:40Z,0,timer,stop_all,0,7732728031,2021_10_28_16_49_00
2021-10-28T21:53:30Z,0,timer,start,0,7732728031,2021_10_28_16_49_00
2021-10-28T21:58:55Z,307,NA,marker,255,7732728031,2021_10_28_16_49_00
2021-10-28T21:58:56Z,0,timer,stop_all,0,7732728031,2021_10_28_16_49_00
2021-10-28T21:59:01Z,0,timer,start,0,7732728031,2021_10_28_16_49_00
2021-10-28T22:12:13Z,700,NA,marker,255,7732728031,2021_10_28_16_49_00
2021-10-28T22:12:14Z,0,timer,stop_all,0,7732728031,2021_10_28_16_49_00
2021-10-28T22:14:14Z,107,recovery_hr,marker,255,7732728031,2021_10_28_16_49_00
