timestamp,data,event,event_type,event_group,key,time_created
2022-05-25T20:41:34Z,0,timer,start,0,8892963322,2022_05_25_15_41_33
2022-05-25T20:42:50Z,223,NA,marker,255,8892963322,2022_05_25_15_41_33
2022-05-25T20:42:51Z,0,timer,stop_all,0,8892963322,2022_05_25_15_41_33
2022-05-25T20:42:54Z,0,timer,start,0,8892963322,2022_05_25_15_41_33
2022-05-25T20:46:15Z,220,NA,marker,255,8892963322,2022_05_25_15_41_33
2022-05-25T20:46:16Z,0,timer,stop_all,0,8892963322,2022_05_25_15_41_33
2022-05-25T20:46:18Z,0,timer,start,0,8892963322,2022_05_25_15_41_33
2022-05-25T21:01:16Z,0,timer,stop_all,0,8892963322,2022_05_25_15_41_33
2022-05-25T21:01:16Z,410,NA,marker,255,8892963322,2022_05_25_15_41_33
2022-05-25T21:01:32Z,0,timer,start,0,8892963322,2022_05_25_15_41_33
2022-05-25T21:13:14Z,642,NA,marker,255,8892963322,2022_05_25_15_41_33
2022-05-25T21:13:15Z,0,timer,stop_all,0,8892963322,2022_05_25_15_41_33
2022-05-25T21:13:34Z,0,timer,start,0,8892963322,2022_05_25_15_41_33
2022-05-25T21:14:14Z,0,timer,stop_all,0,8892963322,2022_05_25_15_41_33
2022-05-25T21:14:14Z,700,NA,marker,255,8892963322,2022_05_25_15_41_33
2022-05-25T21:14:43Z,0,timer,start,0,8892963322,2022_05_25_15_41_33
2022-05-25T21:15:16Z,700,NA,marker,255,8892963322,2022_05_25_15_41_33
2022-05-25T21:15:17Z,0,timer,stop_all,0,8892963322,2022_05_25_15_41_33
2022-05-25T21:17:17Z,108,recovery_hr,marker,255,8892963322,2022_05_25_15_41_33
