timestamp,data,event,event_type,event_group,key
2020-09-08T20:30:18Z,0,timer,start,0,2020-09-08 20:30:17
2020-09-08T20:33:15Z,371,NA,marker,255,2020-09-08 20:30:17
2020-09-08T20:33:16Z,0,timer,stop_all,0,2020-09-08 20:30:17
2020-09-08T20:34:13Z,0,timer,start,0,2020-09-08 20:30:17
2020-09-08T21:11:04Z,332,NA,marker,255,2020-09-08 20:30:17
2020-09-08T21:11:05Z,0,timer,stop_all,0,2020-09-08 20:30:17
2020-09-08T21:12:20Z,0,timer,start,0,2020-09-08 20:30:17
2020-09-08T21:14:09Z,329,NA,marker,255,2020-09-08 20:30:17
2020-09-08T21:14:10Z,0,timer,stop_all,0,2020-09-08 20:30:17
2020-09-08T21:16:10Z,69,recovery_hr,marker,255,2020-09-08 20:30:17
