timestamp,distance,heart_rate,cadence,fractional_cadence,key
2018-01-04T02:19:22Z,0,124,0,0,2018-01-04 02:19:23
2018-01-04T02:19:23Z,0,123,0,0,2018-01-04 02:19:23
2018-01-04T02:19:25Z,0,123,0,0,2018-01-04 02:19:23
2018-01-04T02:19:26Z,0,123,0,0,2018-01-04 02:19:23
2018-01-04T02:19:27Z,0,123,58,0.5,2018-01-04 02:19:23
2018-01-04T02:19:28Z,0,123,0,0,2018-01-04 02:19:23
2018-01-04T02:19:29Z,0,122,0,0,2018-01-04 02:19:23
2018-01-04T02:19:30Z,0,123,0,0,2018-01-04 02:19:23
2018-01-04T02:19:31Z,0,123,0,0,2018-01-04 02:19:23
2018-01-04T02:19:32Z,0,123,0,0,2018-01-04 02:19:23
2018-01-04T02:19:33Z,0,123,0,0,2018-01-04 02:19:23
2018-01-04T02:19:34Z,0,123,58,0.5,2018-01-04 02:19:23
2018-01-04T02:19:35Z,0,123,0,0,2018-01-04 02:19:23
2018-01-04T02:19:36Z,0,123,58,0.5,2018-01-04 02:19:23
2018-01-04T02:19:37Z,0,123,0,0,2018-01-04 02:19:23
2018-01-04T02:19:38Z,0,125,0,0,2018-01-04 02:19:23
2018-01-04T02:19:39Z,0,125,0,0,2018-01-04 02:19:23
2018-01-04T02:19:40Z,0,126,0,0,2018-01-04 02:19:23
2018-01-04T02:19:41Z,0,126,0,0,2018-01-04 02:19:23
2018-01-04T02:19:42Z,0,126,0,0,2018-01-04 02:19:23
2018-01-04T02:19:43Z,0,126,0,0,2018-01-04 02:19:23
2018-01-04T02:19:44Z,0,127,0,0,2018-01-04 02:19:23
2018-01-04T02:19:45Z,0,127,0,0,2018-01-04 02:19:23
2018-01-04T02:19:46Z,0,127,58,0.5,2018-01-04 02:19:23
2018-01-04T02:19:47Z,0,127,58,0.5,2018-01-04 02:19:23
2018-01-04T02:19:48Z,0,127,58,0.5,2018-01-04 02:19:23
2018-01-04T02:19:49Z,0,127,58,0.5,2018-01-04 02:19:23
2018-01-04T02:19:50Z,0,126,0,0,2018-01-04 02:19:23
2018-01-04T02:19:51Z,0,126,0,0,2018-01-04 02:19:23
2018-01-04T02:19:52Z,0,126,0,0,2018-01-04 02:19:23
2018-01-04T02:19:53Z,0,126,0,0,2018-01-04 02:19:23
2018-01-04T02:19:54Z,0,127,0,0,2018-01-04 02:19:23
2018-01-04T02:19:55Z,0,127,0,0,2018-01-04 02:19:23
2018-01-04T02:19:56Z,0,127,0,0,2018-01-04 02:19:23
2018-01-04T02:19:57Z,0,127,0,0,2018-01-04 02:19:23
2018-01-04T02:19:58Z,0,127,0,0,2018-01-04 02:19:23
2018-01-04T02:19:59Z,0,128,0,0,2018-01-04 02:19:23
2018-01-04T02:20:00Z,0,128,0,0,2018-01-04 02:19:23
2018-01-04T02:20:01Z,0,128,0,0,2018-01-04 02:19:23
2018-01-04T02:20:02Z,0,128,0,0,2018-01-04 02:19:23
2018-01-04T02:20:03Z,0,128,0,0,2018-01-04 02:19:23
2018-01-04T02:20:04Z,0,129,0,0,2018-01-04 02:19:23
2018-01-04T02:20:05Z,0,129,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:06Z,0,129,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:07Z,0,132,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:08Z,0,132,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:09Z,0,132,0,0,2018-01-04 02:19:23
2018-01-04T02:20:10Z,0,132,0,0,2018-01-04 02:19:23
2018-01-04T02:20:11Z,0,134,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:12Z,0,135,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:13Z,0,137,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:14Z,0,139,0,0,2018-01-04 02:19:23
2018-01-04T02:20:15Z,0,139,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:16Z,0,140,0,0,2018-01-04 02:19:23
2018-01-04T02:20:17Z,0,140,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:18Z,0,140,0,0,2018-01-04 02:19:23
2018-01-04T02:20:19Z,0,140,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:20Z,0,140,0,0,2018-01-04 02:19:23
2018-01-04T02:20:21Z,0,140,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:22Z,0,140,0,0,2018-01-04 02:19:23
2018-01-04T02:20:23Z,0,139,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:24Z,0,141,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:25Z,0,137,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:26Z,0,138,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:27Z,0,139,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:28Z,0,140,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:29Z,0,140,0,0,2018-01-04 02:19:23
2018-01-04T02:20:30Z,0,140,0,0,2018-01-04 02:19:23
2018-01-04T02:20:31Z,0,140,0,0,2018-01-04 02:19:23
2018-01-04T02:20:32Z,0,142,0,0,2018-01-04 02:19:23
2018-01-04T02:20:33Z,0,142,0,0,2018-01-04 02:19:23
2018-01-04T02:20:34Z,0,142,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:35Z,0,142,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:36Z,0,144,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:37Z,0,143,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:38Z,0,142,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:39Z,0,142,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:40Z,0,141,58,0.5,2018-01-04 02:19:23
2018-01-04T02:20:41Z,0,141,55,0,2018-01-04 02:19:23
2018-01-04T02:20:42Z,0,141,54,0.5,2018-01-04 02:19:23
2018-01-04T02:20:43Z,0,140,54,0.5,2018-01-04 02:19:23
2018-01-04T02:20:44Z,0,140,54,0.5,2018-01-04 02:19:23
2018-01-04T02:20:45Z,0,139,54,0.5,2018-01-04 02:19:23
2018-01-04T02:20:46Z,0,139,54,0.5,2018-01-04 02:19:23
2018-01-04T02:20:47Z,0,139,0,0,2018-01-04 02:19:23
2018-01-04T02:20:48Z,0,139,0,0,2018-01-04 02:19:23
2018-01-04T02:20:49Z,0,138,0,0,2018-01-04 02:19:23
