longitude,latitude,timestamp,distance,cadence,fractional_cadence,heart_rate,time_elapsed,elevation,key
NA,NA,2021-05-20T19:34:53Z,0,83,0,131,339,0,6813993966
NA,NA,2021-05-20T19:34:54Z,0,83,0,130,340,0,6813993966
NA,NA,2021-05-20T19:34:55Z,0,86,0,131,341,0,6813993966
NA,NA,2021-05-20T19:34:56Z,0,86,0,130,342,0,6813993966
NA,NA,2021-05-20T19:34:57Z,0,86,0,131,343,0,6813993966
NA,NA,2021-05-20T19:34:58Z,0,86,0,131,344,0,6813993966
NA,NA,2021-05-20T19:34:59Z,0,86,0,131,345,0,6813993966
NA,NA,2021-05-20T19:35:00Z,0,86,0,132,346,0,6813993966
NA,NA,2021-05-20T19:35:01Z,0,87,0,132,347,0,6813993966
NA,NA,2021-05-20T19:35:02Z,0,87,0,133,348,0,6813993966
NA,NA,2021-05-20T19:35:03Z,0,87,0,133,349,0,6813993966
NA,NA,2021-05-20T19:35:04Z,0,87,0,133,350,0,6813993966
NA,NA,2021-05-20T19:35:05Z,0,87,0,134,351,0,6813993966
NA,NA,2021-05-20T19:35:06Z,0,87,0,133,352,0,6813993966
NA,NA,2021-05-20T19:35:07Z,0,87,0,132,353,0,6813993966
NA,NA,2021-05-20T19:35:08Z,0,87,0,131,354,0,6813993966
NA,NA,2021-05-20T19:35:09Z,0,86,0,132,355,0,6813993966
NA,NA,2021-05-20T19:35:10Z,0,86,0,132,356,0,6813993966
NA,NA,2021-05-20T19:35:11Z,0,86,0,133,357,0,6813993966
NA,NA,2021-05-20T19:35:12Z,0,86,0,133,358,0,6813993966
NA,NA,2021-05-20T19:35:13Z,0,86,0,133,359,0,6813993966
NA,NA,2021-05-20T19:35:14Z,0,86,0,133,360,0,6813993966
