timestamp,distance,altitude,speed,heart_rate,cadence,fractional_cadence,key
2018-07-26T10:41:23Z,1.99,267.4,1.987,94,58,0.5,2018-07-26 10:41:24
2018-07-26T10:41:24Z,4.08,267.4,2.09,96,58,0.5,2018-07-26 10:41:24
2018-07-26T10:41:25Z,6.02,267.4,1.941,96,58,0.5,2018-07-26 10:41:24
2018-07-26T10:41:26Z,7.95,267.4,1.931,98,58,0.5,2018-07-26 10:41:24
2018-07-26T10:41:27Z,10.11,267.4,2.165,98,89,0.5,2018-07-26 10:41:24
2018-07-26T10:41:28Z,14.62,267.4,4.507,98,93,0,2018-07-26 10:41:24
2018-07-26T10:41:29Z,19.13,267.4,4.507,98,93,0,2018-07-26 10:41:24
2018-07-26T10:41:30Z,23.77,267.4,4.637,98,93,0,2018-07-26 10:41:24
2018-07-26T10:41:31Z,28.87,267.4,5.104,98,91,0,2018-07-26 10:41:24
2018-07-26T10:41:32Z,33.79,267.4,4.917,99,90,0.5,2018-07-26 10:41:24
2018-07-26T10:41:33Z,38.65,267.4,4.861,99,90,0.5,2018-07-26 10:41:24
2018-07-26T10:41:34Z,42.71,267.4,4.059,103,90,0.5,2018-07-26 10:41:24
2018-07-26T10:41:35Z,46.32,267.4,3.611,103,90,0.5,2018-07-26 10:41:24
2018-07-26T10:41:36Z,49.65,267.4,3.331,103,90,0.5,2018-07-26 10:41:24
2018-07-26T10:41:37Z,52.83,267.4,3.182,103,90,0.5,2018-07-26 10:41:24
2018-07-26T10:41:38Z,55.97,267.4,3.144,103,90,0.5,2018-07-26 10:41:24
2018-07-26T10:41:39Z,59.42,267.4,3.443,103,91,0,2018-07-26 10:41:24
2018-07-26T10:41:40Z,63.14,267.4,3.723,103,91,0,2018-07-26 10:41:24
2018-07-26T10:41:41Z,67.06,267.4,3.919,103,91,0,2018-07-26 10:41:24
2018-07-26T10:41:42Z,71.06,267.4,4.003,109,91,0,2018-07-26 10:41:24
2018-07-26T10:41:43Z,75.09,267.4,4.031,110,91,0,2018-07-26 10:41:24
2018-07-26T10:41:44Z,78.97,267.4,3.882,113,91,0,2018-07-26 10:41:24
2018-07-26T10:41:45Z,82.72,267.4,3.742,113,91,0,2018-07-26 10:41:24
2018-07-26T10:41:46Z,86.37,267.4,3.658,113,91,0,2018-07-26 10:41:24
2018-07-26T10:41:47Z,90.85,267.4,4.479,113,90,0.5,2018-07-26 10:41:24
2018-07-26T10:41:48Z,94.98,267.4,4.124,113,90,0.5,2018-07-26 10:41:24
2018-07-26T10:41:49Z,99.49,267.4,4.516,115,89,0.5,2018-07-26 10:41:24
2018-07-26T10:41:50Z,103.99,267.4,4.497,120,89,0.5,2018-07-26 10:41:24
2018-07-26T10:41:51Z,108.34,267.4,4.348,122,90,0,2018-07-26 10:41:24
2018-07-26T10:41:52Z,112.21,267.4,3.872,125,90,0,2018-07-26 10:41:24
2018-07-26T10:41:53Z,115.72,267.4,3.508,127,90,0,2018-07-26 10:41:24
2018-07-26T10:41:54Z,119.19,267.4,3.471,127,90,0,2018-07-26 10:41:24
