timestamp,distance,speed,cadence,fractional_cadence,heart_rate,key
2019-02-20T21:49:23Z,618.4,2.865,84,0,NA,2019-02-20 21:45:44
2019-02-20T21:49:24Z,621.28,2.883,84,0,NA,2019-02-20 21:45:44
2019-02-20T21:49:25Z,624.2,2.921,84,0,NA,2019-02-20 21:45:44
2019-02-20T21:49:26Z,627.15,2.958,83,0,NA,2019-02-20 21:45:44
2019-02-20T21:49:27Z,630.1,2.948,83,0,NA,2019-02-20 21:45:44
2019-02-20T21:49:35Z,653.34,2.753,83,0,NA,2019-02-20 21:45:44
2019-02-20T21:49:36Z,656.04,2.706,83,0,NA,2019-02-20 21:45:44
2019-02-20T21:51:10Z,933.92,2.874,83,0.5,NA,2019-02-20 21:45:44
2019-02-20T21:51:11Z,936.81,2.893,83,0.5,NA,2019-02-20 21:45:44
2019-02-20T21:51:12Z,939.74,2.93,83,0.5,NA,2019-02-20 21:45:44
2019-02-20T21:51:51Z,1053.16,2.939,82,0,NA,2019-02-20 21:45:44
2019-02-20T21:51:52Z,1056.11,2.948,82,0,NA,2019-02-20 21:45:44
2019-02-20T21:51:53Z,1059.06,2.948,82,0,NA,2019-02-20 21:45:44
2019-02-20T21:51:54Z,1061.96,2.893,81,0,NA,2019-02-20 21:45:44
2019-02-20T21:45:45Z,0,0,0,0,158,2019-02-20 21:45:44
2019-02-20T21:45:46Z,0,0,0,0,158,2019-02-20 21:45:44
2019-02-20T21:45:47Z,0,0,0,0,157,2019-02-20 21:45:44
2019-02-20T21:45:48Z,0,0,0,0,157,2019-02-20 21:45:44
2019-02-20T21:45:49Z,0,0,0,0,157,2019-02-20 21:45:44
2019-02-20T21:45:50Z,0,0,77,0,157,2019-02-20 21:45:44
2019-02-20T21:45:51Z,2.68,2.678,78,0,157,2019-02-20 21:45:44
2019-02-20T21:45:52Z,5.55,2.874,79,0.5,157,2019-02-20 21:45:44
2019-02-20T21:45:53Z,8.64,3.088,80,0,157,2019-02-20 21:45:44
2019-02-20T21:45:54Z,11.49,2.846,81,0,157,2019-02-20 21:45:44
2019-02-20T21:45:55Z,14.33,2.846,83,0,160,2019-02-20 21:45:44
2019-02-20T21:45:56Z,17.21,2.874,83,0.5,158,2019-02-20 21:45:44
2019-02-20T21:45:57Z,20.24,3.032,84,0,155,2019-02-20 21:45:44
2019-02-20T21:45:58Z,23.27,3.032,84,0,155,2019-02-20 21:45:44
2019-02-20T21:45:59Z,26.16,2.893,84,0,155,2019-02-20 21:45:44
2019-02-20T21:46:00Z,29.06,2.893,84,0,163,2019-02-20 21:45:44
2019-02-20T21:46:01Z,31.98,2.921,84,0,163,2019-02-20 21:45:44
2019-02-20T21:46:02Z,35.05,3.07,84,0,163,2019-02-20 21:45:44
2019-02-20T21:46:03Z,38.12,3.07,85,0,163,2019-02-20 21:45:44
2019-02-20T21:46:04Z,41.16,3.042,84,0.5,164,2019-02-20 21:45:44
2019-02-20T21:46:05Z,44.35,3.191,84,0.5,164,2019-02-20 21:45:44
2019-02-20T21:46:06Z,47.54,3.191,84,0.5,166,2019-02-20 21:45:44
2019-02-20T21:46:07Z,50.3,2.762,84,0.5,164,2019-02-20 21:45:44
