timestamp,distance,speed,cadence,fractional_cadence,heart_rate,key
2019-05-20T15:28:04Z,657.03,3.471,84,0,NA,2019-05-20 15:24:57
2019-05-20T15:28:05Z,660.67,3.639,84,0,NA,2019-05-20 15:24:57
2019-05-20T15:28:06Z,664.17,3.508,84,0,NA,2019-05-20 15:24:57
2019-05-20T15:28:07Z,667.63,3.452,84,0,NA,2019-05-20 15:24:57
2019-05-20T15:28:08Z,671.1,3.471,83,0,NA,2019-05-20 15:24:57
2019-05-20T15:24:57Z,0,0,84,0,76,2019-05-20 15:24:57
2019-05-20T15:24:59Z,3.19,3.191,84,0,78,2019-05-20 15:24:57
2019-05-20T15:25:00Z,6.38,3.191,84,0,78,2019-05-20 15:24:57
2019-05-20T15:25:01Z,9.43,3.051,84,0,80,2019-05-20 15:24:57
2019-05-20T15:25:02Z,12.7,3.266,84,0,82,2019-05-20 15:24:57
2019-05-20T15:25:03Z,15.9,3.2,84,0,82,2019-05-20 15:24:57
2019-05-20T15:25:04Z,19.15,3.247,86,0,83,2019-05-20 15:24:57
2019-05-20T15:25:05Z,22.75,3.611,86,0,83,2019-05-20 15:24:57
2019-05-20T15:25:06Z,26.36,3.602,86,0,86,2019-05-20 15:24:57
2019-05-20T15:25:07Z,30.18,3.826,86,0,86,2019-05-20 15:24:57
2019-05-20T15:25:08Z,34.08,3.891,86,0,88,2019-05-20 15:24:57
2019-05-20T15:25:09Z,37.96,3.891,86,0,89,2019-05-20 15:24:57
2019-05-20T15:25:10Z,41.74,3.77,85,0.5,89,2019-05-20 15:24:57
2019-05-20T15:25:11Z,45.54,3.807,85,0.5,89,2019-05-20 15:24:57
2019-05-20T15:25:12Z,49.3,3.76,85,0.5,90,2019-05-20 15:24:57
2019-05-20T15:25:13Z,53.06,3.76,85,0.5,90,2019-05-20 15:24:57
2019-05-20T15:25:14Z,56.81,3.751,85,0.5,94,2019-05-20 15:24:57
2019-05-20T15:25:15Z,60.57,3.76,85,0.5,95,2019-05-20 15:24:57
2019-05-20T15:25:16Z,64.31,3.742,86,0,97,2019-05-20 15:24:57
2019-05-20T15:25:17Z,68.03,3.714,86,0.5,98,2019-05-20 15:24:57
2019-05-20T15:25:18Z,71.69,3.667,86,0.5,100,2019-05-20 15:24:57
2019-05-20T15:25:19Z,75.34,3.648,85,0.5,100,2019-05-20 15:24:57
2019-05-20T15:25:20Z,79,3.658,85,0.5,101,2019-05-20 15:24:57
2019-05-20T15:25:21Z,82.68,3.676,85,0.5,102,2019-05-20 15:24:57
2019-05-20T15:25:22Z,86.31,3.639,85,0.5,102,2019-05-20 15:24:57
2019-05-20T15:25:23Z,89.93,3.62,85,0.5,102,2019-05-20 15:24:57
