timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,cadence,fractional_cadence,time_elapsed,key
2021-11-09T16:22:55Z,44.97618877328932,-93.22989740408957,0,281.6,1.129,84,58,0.5,0,7795035232
2021-11-09T16:22:56Z,44.97620092704892,-93.2298834901303,1.74,281.20000000000005,1.624,82,58,0.5,1,7795035232
2021-11-09T16:22:58Z,44.97626353986561,-93.22979791089892,11.43,276.6,2.613,80,95,0,3,7795035232
2021-11-09T16:22:59Z,44.97628985904157,-93.22976413182914,15.39,275,2.613,81,95,0,4,7795035232
2021-11-09T16:23:00Z,44.97628985904157,-93.22976413182914,15.39,275,2.837,83,95,0,5,7795035232
2021-11-09T16:23:01Z,44.97631961479783,-93.22973261587322,19.53,273.20000000000005,3.826,87,92,0.5,6,7795035232
2021-11-09T16:23:02Z,44.97635188512504,-93.22970411740243,23.76,271.79999999999995,4.283,89,92,0.5,7,7795035232
2021-11-09T16:23:03Z,44.97638029977679,-93.22967662476003,27.58,270.6,4.572,90,92,0.5,8,7795035232
2021-11-09T16:23:04Z,44.976416593417525,-93.22965818457305,31.87,269.79999999999995,4.572,91,91,0,9,7795035232
2021-11-09T16:23:05Z,44.976457497105,-93.22964552789927,36.52,269.20000000000005,4.236,94,90,0,10,7795035232
2021-11-09T16:23:06Z,44.97649404220283,-93.2296332065016,40.69,268.79999999999995,4.236,95,90,0,11,7795035232
2021-11-09T16:23:07Z,44.97653570026159,-93.22962046600878,45.43,268.4,4.404,96,89,0,12,7795035232
2021-11-09T16:23:08Z,44.976578280329704,-93.22960772551596,50.27,268,4.665,99,89,0,13,7795035232
2021-11-09T16:23:09Z,44.97662169858813,-93.22959749959409,55.16,267.4,4.833,100,89,0,14,7795035232
2021-11-09T16:23:10Z,44.97665757313371,-93.22958308272064,59.29,267.20000000000005,4.833,101,89,0,15,7795035232
2021-11-09T16:23:11Z,44.97668749652803,-93.22956497780979,62.9,267.4,4.805,102,89,0,16,7795035232
2021-11-09T16:23:12Z,44.976718090474606,-93.22954310104251,66.71,267.79999999999995,4.6,104,89,0,17,7795035232
2021-11-09T16:23:13Z,44.97674549929798,-93.22952122427523,70.21,268,4.395,106,89,0,18,7795035232
2021-11-09T16:23:14Z,44.97677148319781,-93.22950035333633,73.53,268,4.301,107,89,0,19,7795035232
2021-11-09T16:23:15Z,44.97679847292602,-93.22948241606355,76.85,268.20000000000005,3.863,109,87,0,20,7795035232
2021-11-09T16:23:16Z,44.97682428918779,-93.22946397587657,80.07,267.79999999999995,3.844,110,86,0.5,21,7795035232
2021-11-09T16:23:17Z,44.97685010544956,-93.2294436916709,83.35,267.6,3.564,111,86,0.5,22,7795035232
2021-11-09T16:23:18Z,44.97687776573002,-93.22942038998008,86.93,267.4,3.443,112,87,0,23,7795035232
2021-11-09T16:23:19Z,44.97689771465957,-93.22939574718475,89.87,267.20000000000005,3.443,113,88,0,24,7795035232
2021-11-09T16:23:20Z,44.97692017816007,-93.22937152348459,93.01,267,3.443,113,88,0,25,7795035232
2021-11-09T16:23:21Z,44.97694892808795,-93.22934922762215,96.65,266.79999999999995,3.415,114,88,0,26,7795035232
2021-11-09T16:23:22Z,44.97697977349162,-93.2293295301497,100.41,266.4,3.406,114,88,0,27,7795035232
2021-11-09T16:23:23Z,44.97700911015272,-93.22931092232466,103.98,266.20000000000005,3.396,115,88,0,28,7795035232
2021-11-09T16:23:24Z,44.97704029083252,-93.22929047048092,107.8,265.79999999999995,3.406,115,88,0,29,7795035232
2021-11-09T16:23:25Z,44.97707256115973,-93.22927094064653,111.7,265.4,3.406,116,88,0,30,7795035232
