timestamp,distance,speed,cadence,fractional_cadence,heart_rate,time_elapsed,key
2021-07-26T00:38:52Z,984.4,3.462,85,0.5,112,229,7190110060
2021-07-26T00:38:53Z,987.85,3.443,85,0.5,112,230,7190110060
2021-07-26T00:38:54Z,991.3,3.452,85,0.5,113,231,7190110060
2021-07-26T00:38:55Z,994.75,3.452,85,0.5,113,232,7190110060
2021-07-26T00:38:56Z,998.26,3.508,85,0.5,112,233,7190110060
2021-07-26T00:38:57Z,1001.8,3.546,85,0.5,112,234,7190110060
2021-07-26T00:38:58Z,1005.38,3.574,85,0.5,111,235,7190110060
2021-07-26T00:38:59Z,1009.09,3.714,86,0,110,236,7190110060
2021-07-26T00:39:00Z,1012.95,3.854,86,0,110,237,7190110060
2021-07-26T00:39:01Z,1016.94,3.994,86,0,109,238,7190110060
2021-07-26T00:39:02Z,1020.96,4.012,86,0,108,239,7190110060
2021-07-26T00:39:03Z,1024.97,4.012,86,0,108,240,7190110060
2021-07-26T00:39:04Z,1028.89,3.928,85,0.5,108,241,7190110060
2021-07-26T00:39:05Z,1032.77,3.872,85,0.5,108,242,7190110060
2021-07-26T00:39:06Z,1036.6,3.835,84,0.5,108,243,7190110060
2021-07-26T00:39:07Z,1040.41,3.807,84,0.5,109,244,7190110060
2021-07-26T00:39:08Z,1044.19,3.788,84,0.5,109,245,7190110060
2021-07-26T00:39:09Z,1047.96,3.77,84,0.5,109,246,7190110060
2021-07-26T00:39:10Z,1051.72,3.76,84,0.5,109,247,7190110060
2021-07-26T00:39:11Z,1055.34,3.611,84,0.5,110,248,7190110060
2021-07-26T00:39:12Z,1058.66,3.322,86,0,110,249,7190110060
2021-07-26T00:39:13Z,1061.91,3.256,86,0,110,250,7190110060
2021-07-26T00:39:14Z,1065.25,3.34,86,0,110,251,7190110060
2021-07-26T00:39:15Z,1068.7,3.443,86,0,110,252,7190110060
2021-07-26T00:39:16Z,1072.26,3.564,86,0,110,253,7190110060
2021-07-26T00:39:17Z,1075.86,3.602,86,0,110,254,7190110060
2021-07-26T00:39:18Z,1079.47,3.611,84,0.5,110,255,7190110060
2021-07-26T00:39:19Z,1083.09,3.62,84,0.5,110,256,7190110060
2021-07-26T00:39:20Z,1086.75,3.658,84,0.5,111,257,7190110060
2021-07-26T00:39:21Z,1090.48,3.732,83,0.5,112,258,7190110060
2021-07-26T00:39:22Z,1094.3,3.816,83,0.5,113,259,7190110060
2021-07-26T00:39:23Z,1098.05,3.751,84,0.5,113,260,7190110060
2021-07-26T00:39:24Z,1101.77,3.723,84,0.5,113,261,7190110060
2021-07-26T00:39:25Z,1105.48,3.704,84,0.5,114,262,7190110060
2021-07-26T00:39:26Z,1109.18,3.704,85,0.5,114,263,7190110060
2021-07-26T00:39:27Z,1112.83,3.648,85,0.5,114,264,7190110060
2021-07-26T00:39:28Z,1116.4,3.574,84,0.5,113,265,7190110060
2021-07-26T00:39:29Z,1119.95,3.546,84,0.5,113,266,7190110060
2021-07-26T00:39:30Z,1123.52,3.574,84,0.5,113,267,7190110060
2021-07-26T00:39:31Z,1127.16,3.639,84,0.5,113,268,7190110060
2021-07-26T00:39:32Z,1130.81,3.639,84,0.5,113,269,7190110060
2021-07-26T00:39:33Z,1134.45,3.648,84,0.5,113,270,7190110060
2021-07-26T00:39:34Z,1138.11,3.658,85,0.5,113,271,7190110060
2021-07-26T00:39:35Z,1141.77,3.658,85,0.5,112,272,7190110060
2021-07-26T00:39:36Z,1145.44,3.667,85,0.5,112,273,7190110060
2021-07-26T00:39:37Z,1149.11,3.676,85,0.5,112,274,7190110060
2021-07-26T00:39:38Z,1152.78,3.676,85,0.5,112,275,7190110060
2021-07-26T00:39:39Z,1156.47,3.686,85,0.5,113,276,7190110060
2021-07-26T00:39:40Z,1160.22,3.742,84,0.5,112,277,7190110060
2021-07-26T00:39:41Z,1163.94,3.732,84,0.5,113,278,7190110060
2021-07-26T00:39:42Z,1167.7,3.76,84,0.5,113,279,7190110060
2021-07-26T00:39:43Z,1171.5,3.788,84,0.5,113,280,7190110060
2021-07-26T00:39:44Z,1175.31,3.816,84,0.5,113,281,7190110060
2021-07-26T00:39:45Z,1179.16,3.854,84,0.5,113,282,7190110060
2021-07-26T00:39:46Z,1183.03,3.872,85,0.5,112,283,7190110060
2021-07-26T00:39:47Z,1186.93,3.9,85,0.5,111,284,7190110060
2021-07-26T00:39:48Z,1190.86,3.928,85,0.5,111,285,7190110060
2021-07-26T00:39:49Z,1194.82,3.956,86,0,110,286,7190110060
2021-07-26T00:39:50Z,1198.79,3.966,86,0,110,287,7190110060
2021-07-26T00:39:51Z,1202.77,3.984,84,0.5,110,288,7190110060
2021-07-26T00:39:52Z,1206.76,3.984,84,0.5,110,289,7190110060
2021-07-26T00:39:53Z,1210.74,3.984,84,0.5,111,290,7190110060
2021-07-26T00:39:54Z,1214.69,3.947,84,0.5,111,291,7190110060
2021-07-26T00:39:55Z,1218.63,3.947,85,0.5,112,292,7190110060
2021-07-26T00:39:56Z,1222.59,3.956,85,0.5,112,293,7190110060
2021-07-26T00:39:57Z,1226.52,3.928,86,0,112,294,7190110060
2021-07-26T00:39:58Z,1230.43,3.91,86,0,113,295,7190110060
2021-07-26T00:39:59Z,1234.31,3.882,86,0,113,296,7190110060
2021-07-26T00:40:00Z,1238.22,3.91,86,0,113,297,7190110060
2021-07-26T00:40:01Z,1242.15,3.928,86,0,114,298,7190110060
2021-07-26T00:40:02Z,1246.09,3.938,85,0.5,114,299,7190110060
2021-07-26T00:40:03Z,1250.03,3.947,86,0,115,300,7190110060
2021-07-26T00:40:04Z,1253.99,3.956,86,0,115,301,7190110060
2021-07-26T00:40:05Z,1257.96,3.975,86,0,115,302,7190110060
2021-07-26T00:40:06Z,1261.99,4.031,86,0,116,303,7190110060
2021-07-26T00:40:07Z,1266.03,4.031,85,0.5,116,304,7190110060
2021-07-26T00:40:08Z,1270.01,3.984,85,0.5,116,305,7190110060
2021-07-26T00:40:09Z,1273.75,3.742,85,0.5,115,306,7190110060
2021-07-26T00:40:10Z,1277.18,3.424,85,0.5,115,307,7190110060
2021-07-26T00:40:11Z,1280.61,3.434,85,0.5,115,308,7190110060
2021-07-26T00:40:12Z,1284.21,3.602,85,0.5,115,309,7190110060
2021-07-26T00:40:13Z,1287.9,3.695,84,0.5,115,310,7190110060
2021-07-26T00:40:14Z,1291.6,3.695,84,0.5,114,311,7190110060
2021-07-26T00:40:15Z,1295.28,3.686,84,0.5,114,312,7190110060
2021-07-26T00:40:16Z,1298.98,3.695,86,0,114,313,7190110060
2021-07-26T00:40:17Z,1302.69,3.704,86,0,114,314,7190110060
2021-07-26T00:40:18Z,1306.4,3.714,86,0,114,315,7190110060
2021-07-26T00:40:19Z,1310.23,3.835,86,0,114,316,7190110060
2021-07-26T00:40:20Z,1314.02,3.788,86,0,113,317,7190110060
2021-07-26T00:40:21Z,1317.79,3.77,86,0,113,318,7190110060
2021-07-26T00:40:22Z,1321.55,3.76,86,0,113,319,7190110060
2021-07-26T00:40:23Z,1325.3,3.751,86,0,113,320,7190110060
2021-07-26T00:40:24Z,1329.05,3.751,85,0.5,113,321,7190110060
