timestamp,distance,altitude,speed,heart_rate,cadence,fractional_cadence,key
2019-03-24T01:55:02Z,0,266.4,0,103,0,0,2019-03-24 01:55:02
2019-03-24T01:55:03Z,0,266.4,0,102,0,0,2019-03-24 01:55:02
2019-03-24T01:55:04Z,0,266.4,0,103,58,0.5,2019-03-24 01:55:02
2019-03-24T01:55:05Z,1.26,266.4,1.26,104,60,0,2019-03-24 01:55:02
2019-03-24T01:55:07Z,3.44,266.4,2.183,107,60,0,2019-03-24 01:55:02
2019-03-24T01:55:08Z,7.2,266.4,2.183,107,60,0,2019-03-24 01:55:02
2019-03-24T01:55:09Z,7.77,266.4,2.043,103,60,0,2019-03-24 01:55:02
2019-03-24T01:55:10Z,9.94,266.4,2.043,103,60,0,2019-03-24 01:55:02
2019-03-24T01:55:11Z,12.02,266.4,2.221,102,60,0,2019-03-24 01:55:02
2019-03-24T01:55:12Z,15.15,266.4,3.126,102,83,0.5,2019-03-24 01:55:02
2019-03-24T01:55:13Z,18.17,266.4,3.023,99,84,0,2019-03-24 01:55:02
2019-03-24T01:55:14Z,21.17,266.4,2.995,100,84,0,2019-03-24 01:55:02
2019-03-24T01:55:15Z,23.97,266.4,2.799,105,86,0,2019-03-24 01:55:02
2019-03-24T01:55:16Z,27.09,266.4,3.126,109,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:17Z,30.67,266.4,3.574,122,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:18Z,33.87,266.4,3.2,126,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:19Z,36.97,266.4,3.098,131,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:20Z,39.97,266.4,3.004,131,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:21Z,42.91,266.4,2.939,131,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:22Z,45.83,266.4,2.921,132,86,0,2019-03-24 01:55:02
2019-03-24T01:55:23Z,48.82,266.4,2.986,131,86,0,2019-03-24 01:55:02
2019-03-24T01:55:24Z,51.82,266.4,3.004,133,86,0,2019-03-24 01:55:02
2019-03-24T01:55:25Z,54.86,266.4,3.042,134,86,0,2019-03-24 01:55:02
2019-03-24T01:55:26Z,57.91,266.4,3.051,138,86,0,2019-03-24 01:55:02
2019-03-24T01:55:27Z,60.94,266.4,3.023,141,86,0,2019-03-24 01:55:02
2019-03-24T01:55:28Z,64.05,266.4,3.116,142,86,0,2019-03-24 01:55:02
2019-03-24T01:55:29Z,67.22,266.4,3.172,142,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:30Z,70.72,266.4,3.499,144,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:31Z,74.71,266.4,3.984,148,87,0,2019-03-24 01:55:02
2019-03-24T01:55:32Z,78.8,266.4,4.096,149,87,0,2019-03-24 01:55:02
2019-03-24T01:55:33Z,82.93,266.4,4.124,150,87,0,2019-03-24 01:55:02
2019-03-24T01:55:34Z,87.05,266.4,4.124,149,88,0,2019-03-24 01:55:02
2019-03-24T01:55:35Z,91.21,266.4,4.152,150,88,0,2019-03-24 01:55:02
2019-03-24T01:55:36Z,94.99,266.4,3.779,151,87,0,2019-03-24 01:55:02
2019-03-24T01:55:37Z,98.61,266.4,3.63,150,87,0,2019-03-24 01:55:02
2019-03-24T01:55:38Z,101.88,266.4,3.266,149,87,0.5,2019-03-24 01:55:02
2019-03-24T01:55:39Z,105.03,266.4,3.144,149,87,0.5,2019-03-24 01:55:02
2019-03-24T01:55:40Z,108.25,266.4,3.228,151,87,0,2019-03-24 01:55:02
2019-03-24T01:55:41Z,111.45,266.4,3.191,152,87,0,2019-03-24 01:55:02
2019-03-24T01:55:42Z,114.69,266.4,3.247,150,87,0,2019-03-24 01:55:02
2019-03-24T01:55:43Z,117.95,266.4,3.256,150,87,0,2019-03-24 01:55:02
2019-03-24T01:55:44Z,121.34,266.4,3.387,149,87,0,2019-03-24 01:55:02
2019-03-24T01:55:45Z,124.83,266.4,3.499,147,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:46Z,128.2,266.4,3.368,144,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:47Z,131.47,266.4,3.275,140,86,0.5,2019-03-24 01:55:02
2019-03-24T01:55:48Z,134.64,266.4,3.163,136,86,0.5,2019-03-24 01:55:02
