timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,key
2018-10-18T18:06:21Z,44.97131302021444,-93.21561346761882,0,302.20000000000005,0,82,2018-10-18 18:06:21
2018-10-18T18:06:22Z,44.9713184684515,-93.21561053395271,0.64,302.20000000000005,0,83,2018-10-18 18:06:21
2018-10-18T18:06:23Z,44.9713219050318,-93.21559636853635,0.78,298.20000000000005,0,85,2018-10-18 18:06:21
2018-10-18T18:06:24Z,44.971331376582384,-93.21559234522283,1.84,297.4,0,87,2018-10-18 18:06:21
2018-10-18T18:06:25Z,44.971326012164354,-93.21553903631866,3.71,287.6,0.457,89,2018-10-18 18:06:21
2018-10-18T18:06:26Z,44.971337746828794,-93.21554431691766,4.02,288.4,0.625,91,2018-10-18 18:06:21
2018-10-18T18:06:27Z,44.971351493149996,-93.21554691530764,4.44,289.6,0.672,93,2018-10-18 18:06:21
2018-10-18T18:06:28Z,44.971363730728626,-93.21555772796273,4.7,289.4,0,94,2018-10-18 18:06:21
2018-10-18T18:06:29Z,44.971385188400745,-93.21559184230864,8.3,288.4,0.858,95,2018-10-18 18:06:21
2018-10-18T18:06:30Z,44.97140287421644,-93.21564054116607,12.6,286.4,1.875,97,2018-10-18 18:06:21
2018-10-18T18:06:31Z,44.97142533771694,-93.21568831801414,17.08,286.4,2.566,98,2018-10-18 18:06:21
2018-10-18T18:06:32Z,44.97145735658705,-93.21575067937374,23.05,285.79999999999995,4.217,99,2018-10-18 18:06:21
2018-10-18T18:06:33Z,44.97149205766618,-93.21583349257708,30.63,283.79999999999995,5.533,100,2018-10-18 18:06:21
2018-10-18T18:06:34Z,44.97152030467987,-93.21591613814235,37.85,280.6,5.738,100,2018-10-18 18:06:21
2018-10-18T18:06:35Z,44.97155249118805,-93.21599643677473,45.12,278.4,5.916,101,2018-10-18 18:06:21
2018-10-18T18:06:36Z,44.97158333659172,-93.21606986224651,51.85,277.79999999999995,5.906,99,2018-10-18 18:06:21
2018-10-18T18:06:37Z,44.971607560291886,-93.2161549385637,59.06,275.79999999999995,6.102,99,2018-10-18 18:06:21
2018-10-18T18:06:38Z,44.971632454544306,-93.21623967960477,66.28,274.4,6.242,98,2018-10-18 18:06:21
2018-10-18T18:06:39Z,44.97166304849088,-93.21632098406553,73.54,273.20000000000005,6.765,97,2018-10-18 18:06:21
2018-10-18T18:06:40Z,44.97169129550457,-93.21640698239207,81.01,272.6,7.175,97,2018-10-18 18:06:21
2018-10-18T18:06:41Z,44.971716441214085,-93.21651309728622,89.7,272.6,7.203,98,2018-10-18 18:06:21
2018-10-18T18:06:42Z,44.971745274960995,-93.21660831570625,97.83,271.6,7.605,98,2018-10-18 18:06:21
2018-10-18T18:06:43Z,44.97177536599338,-93.21670236065984,105.96,271.20000000000005,7.8,98,2018-10-18 18:06:21
2018-10-18T18:06:44Z,44.9718105699867,-93.21679757907987,114.43,270.6,7.791,99,2018-10-18 18:06:21
2018-10-18T18:06:45Z,44.971842588856816,-93.21689003147185,122.55,269.79999999999995,7.605,98,2018-10-18 18:06:21
2018-10-18T18:06:46Z,44.97187712229788,-93.21697812527418,130.48,269.20000000000005,7.53,98,2018-10-18 18:06:21
2018-10-18T18:06:47Z,44.97191182337701,-93.2170653808862,138.37,268.6,7.651,98,2018-10-18 18:06:21
2018-10-18T18:06:48Z,44.97194283641875,-93.2171531394124,146.1,268.20000000000005,7.633,98,2018-10-18 18:06:21
