timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,cadence,fractional_cadence,key
2020-04-03T15:51:58Z,44.984678383916616,-93.2012762222439,0,272.79999999999995,0.056,121,59,0,2020-04-03 15:51:58
2020-04-03T15:51:59Z,44.984684167429805,-93.20128192193806,0.71,272.79999999999995,1.297,121,59,0,2020-04-03 15:51:58
2020-04-03T15:52:00Z,44.98470788821578,-93.20130371488631,3.86,273.4,0.914,121,78,0.5,2020-04-03 15:51:58
2020-04-03T15:52:01Z,44.98472389765084,-93.20131058804691,5.7,274,0.914,121,78,0.5,2020-04-03 15:51:58
2020-04-03T15:52:02Z,44.984747199341655,-93.20131159387529,8.27,274.4,2.165,121,78,0.5,2020-04-03 15:51:58
2020-04-03T15:52:04Z,44.98480763286352,-93.201293321326375,15.13,275.79999999999995,2.613,121,85,0.5,2020-04-03 15:51:58
2020-04-03T15:52:05Z,44.98480763286352,-93.201293321326375,15.13,275.79999999999995,2.613,121,85,0.5,2020-04-03 15:51:58
2020-04-03T15:52:06Z,44.98483872972429,-93.20128158666193,18.71,276.6,2.939,121,86,0.5,2020-04-03 15:51:58
2020-04-03T15:52:07Z,44.984868401661515,-93.20126976817846,22.13,277,3.359,120,86,0.5,2020-04-03 15:51:58
2020-04-03T15:52:08Z,44.9848969001323,-93.20125551894307,25.47,277.6,3.359,120,87,0,2020-04-03 15:51:58
2020-04-03T15:52:09Z,44.98492883518338,-93.20125007070601,29.05,278,3.219,120,86,0,2020-04-03 15:51:58
2020-04-03T15:52:10Z,44.98495909385383,-93.20124772377312,32.4,278.79999999999995,3.219,119,86,0,2020-04-03 15:51:58
2020-04-03T15:52:11Z,44.984989520162344,-93.20124906487763,35.78,279,3.228,119,86,0,2020-04-03 15:51:58
2020-04-03T15:52:12Z,44.98501734808087,-93.20125350728631,38.89,279.6,3.284,119,87,0,2020-04-03 15:51:58
2020-04-03T15:52:13Z,44.98504274524748,-93.20125828497112,41.74,280.20000000000005,3.284,119,87,0,2020-04-03 15:51:58
2020-04-03T15:52:14Z,44.98506981879473,-93.20126255974174,44.77,281,3.247,126,87,0,2020-04-03 15:51:58
2020-04-03T15:52:15Z,44.98509580269456,-93.20126499049366,47.66,281.6,3.144,126,87,0,2020-04-03 15:51:58
2020-04-03T15:52:16Z,44.98512379825115,-93.20126364938915,50.77,282.20000000000005,3.107,133,87,0,2020-04-03 15:51:58
2020-04-03T15:52:17Z,44.9851540569216,-93.20126214064658,54.12,282.4,3.107,133,87,0,2020-04-03 15:51:58
2020-04-03T15:52:18Z,44.985184567049146,-93.20125803351402,57.53,282.6,3.116,133,87,0,2020-04-03 15:51:58
2020-04-03T15:52:19Z,44.98521365225315,-93.20125577040017,60.75,283.20000000000005,3.135,133,87,0,2020-04-03 15:51:58
2020-04-03T15:52:20Z,44.98524399474263,-93.20125451311469,64.13,284,3.154,132,86,0,2020-04-03 15:51:58
2020-04-03T15:52:21Z,44.98527358286083,-93.20125258527696,67.41,284.4,3.172,133,86,0,2020-04-03 15:51:58
2020-04-03T15:52:22Z,44.98530384153128,-93.20125225000083,70.77,284.6,3.182,137,86,0,2020-04-03 15:51:58
2020-04-03T15:52:23Z,44.98533468693495,-93.20125116035342,74.2,284.6,3.191,139,86,0,2020-04-03 15:51:58
2020-04-03T15:52:24Z,44.98536360450089,-93.20124629884958,77.43,285,3.2,139,86,0,2020-04-03 15:51:58
2020-04-03T15:52:25Z,44.98539444990456,-93.20124487392604,80.87,285.6,3.21,143,85,0,2020-04-03 15:51:58
2020-04-03T15:52:26Z,44.98542697168887,-93.20124587975442,84.48,285.6,3.21,144,85,0,2020-04-03 15:51:58
2020-04-03T15:52:27Z,44.985460080206394,-93.20124562829733,88.15,285.79999999999995,3.21,147,85,0,2020-04-03 15:51:58
2020-04-03T15:52:28Z,44.98549167998135,-93.20124663412571,91.66,286.20000000000005,3.219,149,86,0,2020-04-03 15:51:58
2020-04-03T15:52:29Z,44.98552327975631,-93.20124956779182,95.17,286,3.238,151,86,0,2020-04-03 15:51:58
2020-04-03T15:52:30Z,44.985553957521915,-93.20124973542988,98.58,286,3.247,151,86,0,2020-04-03 15:51:58
2020-04-03T15:52:31Z,44.98558388091624,-93.2012521661818,101.9,285.79999999999995,3.256,151,86,0,2020-04-03 15:51:58
2020-04-03T15:52:32Z,44.98561380431056,-93.20125174708664,105.22,286,3.256,150,86,0,2020-04-03 15:51:58
2020-04-03T15:52:33Z,44.98564548790455,-93.20125912316144,108.79,285.79999999999995,3.256,146,86,0,2020-04-03 15:51:58
2020-04-03T15:52:34Z,44.98567599803209,-93.201270354911685,112.29,285.79999999999995,3.256,149,85,0,2020-04-03 15:51:58
2020-04-03T15:52:35Z,44.98570533469319,-93.20128628052771,115.78,286.20000000000005,3.266,147,85,0,2020-04-03 15:51:58
2020-04-03T15:52:36Z,44.98573458753526,-93.20130388252437,119.31,286.20000000000005,3.266,145,85,0,2020-04-03 15:51:58
2020-04-03T15:52:37Z,44.985761661082506,-93.20132710039616,122.83,286.20000000000005,3.275,145,85,0,2020-04-03 15:51:58
2020-04-03T15:52:38Z,44.98578789643943,-93.20135777816176,126.59,285,3.275,147,85,0,2020-04-03 15:51:58
2020-04-03T15:52:39Z,44.98581128194928,-93.20138921029866,130.19,284.6,3.284,146,86,0,2020-04-03 15:51:58
2020-04-03T15:52:40Z,44.985832907259464,-93.20142692886293,134.01,284.20000000000005,3.294,149,86,0,2020-04-03 15:51:58
2020-04-03T15:52:41Z,44.98585310764611,-93.20146858692169,137.99,283.4,3.303,152,86,0,2020-04-03 15:51:58
2020-04-03T15:52:42Z,44.98586987145245,-93.20151225663722,141.9,283,3.312,153,86,0,2020-04-03 15:51:58
2020-04-03T15:52:43Z,44.985881773754954,-93.2015547528863,145.5,282.79999999999995,3.322,155,86,0,2020-04-03 15:51:58
2020-04-03T15:52:44Z,44.985891580581665,-93.20159875787795,149.14,282,3.331,155,86,0,2020-04-03 15:51:58
2020-04-03T15:52:45Z,44.985899375751615,-93.20164125412703,152.6,280.4,3.34,154,86,0,2020-04-03 15:51:58
2020-04-03T15:52:46Z,44.98590365052223,-93.20168551057577,156.12,279.6,3.34,155,86,0,2020-04-03 15:51:58
2020-04-03T15:52:47Z,44.985905326902866,-93.20172951556742,159.59,278.20000000000005,3.35,154,86,0,2020-04-03 15:51:58
2020-04-03T15:52:48Z,44.98590406961739,-93.20177259854972,162.98,277.79999999999995,3.35,153,86,0,2020-04-03 15:51:58
2020-04-03T15:52:49Z,44.985899878665805,-93.20182029157877,166.77,277,3.35,153,85,0,2020-04-03 15:51:58
2020-04-03T15:52:50Z,44.98589275404811,-93.20186622440815,170.47,276.4,3.35,156,85,0,2020-04-03 15:51:58
2020-04-03T15:52:51Z,44.98588261194527,-93.20191039703786,174.13,276,3.359,157,84,0.5,2020-04-03 15:51:58
2020-04-03T15:52:52Z,44.98587280511856,-93.2019519712776,177.54,274.79999999999995,3.368,158,84,0.5,2020-04-03 15:51:58
2020-04-03T15:52:53Z,44.98585604131222,-93.20199228823185,181.2,274,3.368,158,84,0.5,2020-04-03 15:51:58
2020-04-03T15:52:54Z,44.98583659529686,-93.20202807895839,184.75,273.20000000000005,3.368,157,85,0,2020-04-03 15:51:58
2020-04-03T15:52:55Z,44.985817736014724,-93.2020603492856,188.04,272.4,3.378,157,85,0,2020-04-03 15:51:58
2020-04-03T15:52:56Z,44.985794853419065,-93.20208951830864,191.47,271.6,3.378,159,85,0,2020-04-03 15:51:58
2020-04-03T15:52:57Z,44.98576962389052,-93.20211525075138,194.92,271.20000000000005,3.378,163,85,0,2020-04-03 15:51:58
2020-04-03T15:52:58Z,44.98574229888618,-93.20213528349996,198.34,270.79999999999995,3.378,164,84,0.5,2020-04-03 15:51:58
2020-04-03T15:52:59Z,44.985712710767984,-93.20215053856373,201.84,270.79999999999995,3.378,165,84,0.5,2020-04-03 15:51:58
2020-04-03T15:53:00Z,44.9856860563159,-93.2021621055901,204.93,270.20000000000005,3.378,162,84,0.5,2020-04-03 15:51:58
2020-04-03T15:53:01Z,44.985655630007386,-93.20217182859778,208.4,269.79999999999995,3.368,164,84,0.5,2020-04-03 15:51:58
2020-04-03T15:53:02Z,44.985631071031094,-93.20217492990196,211.13,269.20000000000005,3.368,162,84,0.5,2020-04-03 15:51:58
2020-04-03T15:53:03Z,44.98560357838869,-93.20217970758677,214.21,269,3.368,162,84,0.5,2020-04-03 15:51:58
2020-04-03T15:53:04Z,44.98557063750923,-93.20218280889094,217.89,268.79999999999995,3.34,161,84,0.5,2020-04-03 15:51:58
