longitude,latitude,timestamp,distance,speed,cadence,heart_rate,time_elapsed,elevation,key
NA,NA,2022-11-25T15:01:31Z,0,0,0,69,0,0,10035148830
NA,NA,2022-11-25T15:01:32Z,0,0,0,69,1,0,10035148830
NA,NA,2022-11-25T15:01:33Z,0,0,94,69,2,0,10035148830
NA,NA,2022-11-25T15:01:34Z,4.17,4.171,94,69,3,0,10035148830
NA,NA,2022-11-25T15:01:35Z,9.16,4.992,95,69,4,0,10035148830
NA,NA,2022-11-25T15:01:37Z,13.98,4.815,95,69,6,0,10035148830
NA,NA,2022-11-25T15:01:38Z,18.79,4.815,95,69,7,0,10035148830
NA,NA,2022-11-25T15:01:39Z,23.61,4.815,93,69,8,0,10035148830
NA,NA,2022-11-25T15:01:40Z,28.52,4.908,93,69,9,0,10035148830
NA,NA,2022-11-25T15:01:41Z,33.47,4.955,94,69,10,0,10035148830
NA,NA,2022-11-25T15:01:42Z,38.3,4.833,94,69,11,0,10035148830
NA,NA,2022-11-25T15:01:43Z,42.98,4.675,94,69,12,0,10035148830
NA,NA,2022-11-25T15:01:44Z,47.72,4.74,94,69,13,0,10035148830
NA,NA,2022-11-25T15:01:45Z,52.49,4.777,93,69,14,0,10035148830
NA,NA,2022-11-25T15:01:46Z,57.25,4.759,93,69,15,0,10035148830
NA,NA,2022-11-25T15:01:47Z,61.98,4.731,93,69,16,0,10035148830
NA,NA,2022-11-25T15:01:48Z,66.7,4.721,93,69,17,0,10035148830
NA,NA,2022-11-25T15:01:49Z,71.43,4.721,93,69,18,0,10035148830
NA,NA,2022-11-25T15:01:50Z,76.16,4.731,94,69,19,0,10035148830
NA,NA,2022-11-25T15:01:51Z,80.91,4.749,94,69,20,0,10035148830
NA,NA,2022-11-25T15:01:52Z,85.71,4.796,94,69,21,0,10035148830
NA,NA,2022-11-25T15:01:53Z,90.66,4.955,93,69,22,0,10035148830
NA,NA,2022-11-25T15:01:54Z,95.66,5.001,93,69,23,0,10035148830
NA,NA,2022-11-25T15:01:55Z,100.71,5.057,93,69,24,0,10035148830
NA,NA,2022-11-25T15:01:56Z,105.7,4.983,94,69,25,0,10035148830
NA,NA,2022-11-25T15:01:57Z,110.51,4.815,94,69,26,0,10035148830
NA,NA,2022-11-25T15:01:58Z,115.18,4.665,94,70,27,0,10035148830
NA,NA,2022-11-25T15:01:59Z,119.74,4.553,93,71,28,0,10035148830
NA,NA,2022-11-25T15:02:00Z,124.18,4.451,93,71,29,0,10035148830
NA,NA,2022-11-25T15:02:01Z,128.55,4.367,93,73,30,0,10035148830
NA,NA,2022-11-25T15:02:02Z,133,4.451,92,73,31,0,10035148830
NA,NA,2022-11-25T15:02:03Z,137.53,4.535,92,73,32,0,10035148830
NA,NA,2022-11-25T15:02:04Z,142.17,4.628,92,74,33,0,10035148830
NA,NA,2022-11-25T15:02:05Z,146.86,4.703,92,76,34,0,10035148830
NA,NA,2022-11-25T15:02:06Z,151.58,4.712,91,76,35,0,10035148830
NA,NA,2022-11-25T15:02:07Z,156.17,4.591,91,97,36,0,10035148830
NA,NA,2022-11-25T15:02:08Z,160.76,4.591,92,107,37,0,10035148830
NA,NA,2022-11-25T15:02:09Z,165.31,4.544,92,110,38,0,10035148830
NA,NA,2022-11-25T15:02:10Z,169.8,4.497,92,110,39,0,10035148830
NA,NA,2022-11-25T15:02:11Z,174.06,4.264,92,116,40,0,10035148830
NA,NA,2022-11-25T15:02:12Z,177.84,3.779,92,116,41,0,10035148830
NA,NA,2022-11-25T15:02:13Z,181.27,3.424,91,118,42,0,10035148830
NA,NA,2022-11-25T15:02:14Z,184.69,3.424,91,120,43,0,10035148830
NA,NA,2022-11-25T15:02:15Z,188.24,3.546,91,120,44,0,10035148830
NA,NA,2022-11-25T15:02:16Z,191.82,3.583,91,121,45,0,10035148830
NA,NA,2022-11-25T15:02:17Z,195.74,3.919,91,121,46,0,10035148830
NA,NA,2022-11-25T15:02:18Z,199.98,4.245,91,121,47,0,10035148830
NA,NA,2022-11-25T15:02:19Z,204.63,4.647,91,122,48,0,10035148830
NA,NA,2022-11-25T15:02:20Z,209.3,4.647,91,122,49,0,10035148830
NA,NA,2022-11-25T15:02:21Z,213.97,4.693,91,122,50,0,10035148830
NA,NA,2022-11-25T15:02:22Z,218.6,4.628,91,122,51,0,10035148830
NA,NA,2022-11-25T15:02:23Z,223.1,4.507,91,122,52,0,10035148830
NA,NA,2022-11-25T15:02:24Z,227.56,4.46,91,122,53,0,10035148830
NA,NA,2022-11-25T15:02:25Z,232.03,4.451,91,123,54,0,10035148830
NA,NA,2022-11-25T15:02:26Z,236.51,4.497,90,123,55,0,10035148830
NA,NA,2022-11-25T15:02:27Z,240.97,4.46,90,123,56,0,10035148830
NA,NA,2022-11-25T15:02:28Z,245.33,4.339,91,123,57,0,10035148830
NA,NA,2022-11-25T15:02:29Z,249.57,4.255,91,123,58,0,10035148830
NA,NA,2022-11-25T15:02:30Z,253.85,4.283,91,123,59,0,10035148830
NA,NA,2022-11-25T15:02:31Z,258.13,4.283,91,123,60,0,10035148830
NA,NA,2022-11-25T15:02:32Z,262.45,4.32,92,123,61,0,10035148830
NA,NA,2022-11-25T15:02:33Z,266.83,4.376,92,123,62,0,10035148830
NA,NA,2022-11-25T15:02:34Z,271.17,4.339,92,123,63,0,10035148830
