timestamp,distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key
2021-08-25T21:34:00Z,0,4.936,89,0,254.22,44.9777889624238,-93.22899291291833,7370814288
2021-08-25T21:34:01Z,5.7,5.244,89,1,254.25,44.977816455066204,-93.22905384935439,7370814288
2021-08-25T21:34:02Z,11.36,5.421,89,2,254.3,44.97784269042313,-93.2291154563427,7370814288
2021-08-25T21:34:03Z,16.99,5.496,89,3,254.24,44.97786750085652,-93.22917765006423,7370814288
2021-08-25T21:34:04Z,22.57,5.402,89,4,254.23,44.97789155691862,-93.22923975996673,7370814288
2021-08-25T21:34:05Z,33.72,5.374,88,5,254.2,44.977940674871206,-93.22936305776238,7370814288
2021-08-25T21:34:06Z,33.72,5.374,88,6,254.2,44.977940674871206,-93.22936305776238,7370814288
2021-08-25T21:34:07Z,39.36,5.636,88,7,254.16,44.977965569123626,-93.22942541912198,7370814288
2021-08-25T21:34:08Z,45.01,5.514,88,8,254.15,44.977988954633474,-93.22948903776705,7370814288
2021-08-25T21:34:09Z,50.56,5.328,88,9,254.24,44.97801351360977,-93.22955030947924,7370814288
2021-08-25T21:34:10Z,55.92,5.253,88,10,254.21,44.978037904947996,-93.22960898280144,7370814288
2021-08-25T21:34:11Z,61.3,5.225,88,11,254.04,44.97806254774332,-93.22966773994267,7370814288
2021-08-25T21:34:12Z,66.53,5.095,88,12,254.15,44.978085178881884,-93.22972582653165,7370814288
2021-08-25T21:34:13Z,71.8,5.057,88,13,254.18,44.978109654039145,-93.22978315874934,7370814288
2021-08-25T21:34:14Z,77.01,5.029,88,14,254.07,44.97813303954899,-93.22984032332897,7370814288
2021-08-25T21:34:15Z,82.36,5.291,88,15,254.02,44.978157514706254,-93.22989882901311,7370814288
2021-08-25T21:34:16Z,87.86,5.3,88,16,254.07,44.97818266041577,-93.22995892725885,7370814288
2021-08-25T21:34:17Z,93.29,5.263,88,17,254.12,44.978207889944315,-93.23001785203815,7370814288
2021-08-25T21:34:18Z,98.75,5.384,88,18,254.07,44.978234292939305,-93.23007635772228,7370814288
2021-08-25T21:34:19Z,104.12,5.253,88,19,254.04,44.97825985774398,-93.2301340252161,7370814288
2021-08-25T21:34:20Z,114.81,5.384,87,20,254.1,44.97831014916301,-93.23024961166084,7370814288
2021-08-25T21:34:21Z,114.81,5.384,87,21,254.1,44.97831014916301,-93.23024961166084,7370814288
2021-08-25T21:34:22Z,120.35,5.486,87,22,254.06,44.97833512723446,-93.2303102966398,7370814288
2021-08-25T21:34:23Z,125.69,5.309,87,23,253.97,44.97835750691593,-93.23037031106651,7370814288
2021-08-25T21:34:24Z,131.08,5.328,87,24,254.01,44.97837997041643,-93.2304308284074,7370814288
2021-08-25T21:34:25Z,136.33,5.048,87,25,254,44.97840117663145,-93.23049042373896,7370814288
2021-08-25T21:34:26Z,141.99,4.964,88,26,253.9,44.978426741436124,-93.23055244982243,7370814288
2021-08-25T21:34:27Z,147.56,5.085,89,27,253.9,44.97845280915499,-93.23061288334429,7370814288
2021-08-25T21:34:28Z,152.85,4.992,87,28,253.93,44.978476194664836,-93.2306713052094,7370814288
2021-08-25T21:34:29Z,158.05,5.001,89,29,253.92,44.978502513840795,-93.23072578758001,7370814288
2021-08-25T21:34:30Z,163.31,5.085,86,30,253.84,44.97852866537869,-93.23078144341707,7370814288
2021-08-25T21:34:31Z,168.89,5.244,79,31,253.84,44.97855364345014,-93.23084271512926,7370814288
2021-08-25T21:34:32Z,174.42,5.244,78,32,253.9,44.97857711277902,-93.23090457357466,7370814288
2021-08-25T21:34:33Z,179.65,4.992,78,33,253.87,44.97859949246049,-93.23096291162074,7370814288
2021-08-25T21:34:34Z,184.67,4.973,72,34,253.81,44.97862111777067,-93.23101881891489,7370814288
2021-08-25T21:34:35Z,189.64,4.721,72,35,253.78,44.97864358127117,-93.23107321746647,7370814288
2021-08-25T21:34:36Z,194.15,4.404,71,36,253.78,44.9786626920104,-93.2311237603426,7370814288
2021-08-25T21:34:37Z,198.66,4.329,71,37,253.81,44.97868255712092,-93.23117363266647,7370814288
2021-08-25T21:34:38Z,203.11,4.413,71,38,253.72,44.97870309278369,-93.23122199624777,7370814288
2021-08-25T21:34:39Z,207.43,4.292,70,39,253.7,44.97872329317033,-93.2312688510865,7370814288
2021-08-25T21:34:40Z,211.59,4.106,69,40,253.68,44.97874265536666,-93.23131402954459,7370814288
2021-08-25T21:34:41Z,215.59,3.872,69,41,253.72,44.97876143082976,-93.23135736398399,7370814288
2021-08-25T21:34:42Z,219.26,3.499,69,42,253.7,44.97877978719771,-93.23139592073858,7370814288
2021-08-25T21:34:43Z,222.46,3.116,69,43,253.68,44.97879554517567,-93.23142986744642,7370814288
2021-08-25T21:34:44Z,225.16,2.753,69,44,253.63,44.97880828566849,-93.23145912028849,7370814288
2021-08-25T21:34:45Z,227.54,2.426,69,45,253.57,44.97881842777133,-93.23148569092155,7370814288
2021-08-25T21:34:46Z,229.56,2.127,69,46,253.6,44.978827983140945,-93.23150748386979,7370814288
2021-08-25T21:34:47Z,231.84,2.482,70,47,253.56,44.97883946634829,-93.23153145611286,7370814288
2021-08-25T21:34:48Z,234.79,3.34,70,48,253.56,44.978851871564984,-93.23156473226845,7370814288
2021-08-25T21:34:49Z,238.77,4.171,71,49,253.59,44.978867042809725,-93.2316103298217,7370814288
2021-08-25T21:34:50Z,243.66,4.889,71,50,253.57,44.978886069729924,-93.23166632093489,7370814288
2021-08-25T21:34:51Z,249.16,5.57,72,51,253.5,44.97890786267817,-93.23172893375158,7370814288
2021-08-25T21:34:52Z,254.76,5.542,72,52,253.45,44.97892772778869,-93.23179431259632,7370814288
2021-08-25T21:34:53Z,260.75,5.878,72,53,253.44,44.9789528734982,-93.23186145164073,7370814288
2021-08-25T21:34:54Z,266.81,5.944,73,54,253.38,44.97898019850254,-93.23192783631384,7370814288
2021-08-25T21:34:55Z,272.89,5.962,73,55,253.36,44.97900911606848,-93.23199338279665,7370814288
2021-08-25T21:34:56Z,278.9,5.916,74,56,253.33,44.97903736308217,-93.23205842636526,7370814288
2021-08-25T21:34:57Z,284.96,5.934,74,57,253.32,44.97906577773392,-93.23212405666709,7370814288
