longitude,latitude,timestamp,distance,heart_rate,fractional_cadence,time_elapsed,elevation,key
NA,NA,2021-01-05T23:05:15Z,0,69,0,0,0,6060972615
NA,NA,2021-01-05T23:05:16Z,0,69,0,1,0,6060972615
NA,NA,2021-01-05T23:05:17Z,0,70,0,2,0,6060972615
NA,NA,2021-01-05T23:05:18Z,0,71,0,3,0,6060972615
NA,NA,2021-01-05T23:05:19Z,0,72,0,4,0,6060972615
NA,NA,2021-01-05T23:05:20Z,0,73,0,5,0,6060972615
NA,NA,2021-01-05T23:05:22Z,0,74,0,7,0,6060972615
NA,NA,2021-01-05T23:05:23Z,0,75,0,8,0,6060972615
NA,NA,2021-01-05T23:05:24Z,0,75,0,9,0,6060972615
NA,NA,2021-01-05T23:05:25Z,0,77,0,10,0,6060972615
NA,NA,2021-01-05T23:05:26Z,0,77,0,11,0,6060972615
NA,NA,2021-01-05T23:05:27Z,0,78,0,12,0,6060972615
NA,NA,2021-01-05T23:05:28Z,0,79,0,13,0,6060972615
NA,NA,2021-01-05T23:05:29Z,0,79,0,14,0,6060972615
NA,NA,2021-01-05T23:05:30Z,0,79,0,15,0,6060972615
NA,NA,2021-01-05T23:05:31Z,0,79,0,16,0,6060972615
NA,NA,2021-01-05T23:05:32Z,0,79,0,17,0,6060972615
NA,NA,2021-01-05T23:05:33Z,0,80,0,18,0,6060972615
NA,NA,2021-01-05T23:05:34Z,0,81,0,19,0,6060972615
NA,NA,2021-01-05T23:05:35Z,0,82,0,20,0,6060972615
NA,NA,2021-01-05T23:05:36Z,0,82,0,21,0,6060972615
NA,NA,2021-01-05T23:05:37Z,0,84,0,22,0,6060972615
NA,NA,2021-01-05T23:05:38Z,0,84,0,23,0,6060972615
NA,NA,2021-01-05T23:05:39Z,0,86,0,24,0,6060972615
NA,NA,2021-01-05T23:05:40Z,0,87,0,25,0,6060972615
NA,NA,2021-01-05T23:05:41Z,0,88,0,26,0,6060972615
NA,NA,2021-01-05T23:05:42Z,0,90,0,27,0,6060972615
NA,NA,2021-01-05T23:05:43Z,0,90,0,28,0,6060972615
NA,NA,2021-01-05T23:05:44Z,0,91,0,29,0,6060972615
NA,NA,2021-01-05T23:05:45Z,0,91,0,30,0,6060972615
NA,NA,2021-01-05T23:05:46Z,0,91,0,31,0,6060972615
NA,NA,2021-01-05T23:05:47Z,0,90,0,32,0,6060972615
NA,NA,2021-01-05T23:05:48Z,0,90,0,33,0,6060972615
NA,NA,2021-01-05T23:05:49Z,0,89,0,34,0,6060972615
NA,NA,2021-01-05T23:05:50Z,0,89,0,35,0,6060972615
NA,NA,2021-01-05T23:05:51Z,0,89,0,36,0,6060972615
NA,NA,2021-01-05T23:05:52Z,0,89,0,37,0,6060972615
NA,NA,2021-01-05T23:05:53Z,0,91,0,38,0,6060972615
