distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
6.06,5.757,103,0,254.32,44.97785191051662,-93.22903163731098,7253094402,254.25475892857142,-0.0652410714285736,2021-08-05T22:18:38Z
12.44,6.158,102,1,254.3,44.97788124717772,-93.22910112328827,7253094402,254.24330252100842,-0.05669747899159461,2021-08-05T22:18:39Z
19.01,6.448,102,2,254.29,44.97791008092463,-93.22917396202683,7253094402,254.2316111111111,-0.05838888888888505,2021-08-05T22:18:40Z
25.82,6.662,102,3,254.33,44.977940674871206,-93.2292488962412,7253094402,254.2203984962406,-0.10960150375942135,2021-08-05T22:18:41Z
32.89,6.653,101,4,254.28,44.97797277756035,-93.22932617738844,7253094402,254.20830714285714,-0.07169285714286389,2021-08-05T22:18:42Z
40.08,6.821,101,5,254.37,44.97800571843982,-93.22940471582116,7253094402,254.1960068027211,-0.17399319727891793,2021-08-05T22:18:43Z
47.33,6.979,101,6,254.31,44.97803782112896,-93.22948459535836,7253094402,254.1843051948052,-0.12569480519479725,2021-08-05T22:18:44Z
54.58,7.026,100,7,254.31,44.97807092964649,-93.22956388816236,7253094402,254.17213043478262,-0.13786956521738603,2021-08-05T22:18:45Z
61.82,7.082,100,8,254.2,44.97810361906886,-93.22964334860444,7253094402,254.15977976190476,-0.04022023809523034,2021-08-05T22:18:46Z
69.03,6.998,100,9,254.43,44.97813488356769,-93.22972347959876,7253094402,254.14813142857142,-0.2818685714285891,2021-08-05T22:18:47Z
76.24,7.082,100,10,254.2,44.97816505841911,-93.22980436496437,7253094402,254.13644505494506,-0.06355494505493198,2021-08-05T22:18:48Z
83.41,7.073,100,11,254.26,44.97819682583213,-93.22988357394934,7253094402,254.1248835978836,-0.1351164021163811,2021-08-05T22:18:49Z
90.64,7.054,100,12,254.23,44.97823018580675,-93.22996219620109,7253094402,254.11317857142856,-0.11682142857142708,2021-08-05T22:18:50Z
97.91,7.138,100,13,254.09,44.97826379723847,-93.23004140518606,7253094402,254.101,0.01099999999999568,2021-08-05T22:18:51Z
105.11,7.054,100,14,254.06,44.97829766012728,-93.23011910542846,7253094402,254.08877619047618,0.02877619047617941,2021-08-05T22:18:52Z
